0,1,2,3,4,5
,,Peptidyl,,,
,,Peptidyl,,,
,,Peptidyl,,,
,,"arylvinylsulfonate 
Peptidyl",Table 2. Cont.,,
,,arylvinylsulfonate,,,
,,arylvinylsulfonate,,,
,,arylvinylsulfonate,,,
,,,,Mechanism of,
,,,Inhibitor Eﬃcacy,,
#,Chemical Structure,Inhibitor Class,Selectivity Factor #,Inhibition,References
,,,(Cathepsin L),,
,,,,(Demonstrated Utilities),
,,Gallinamide A-,,,
,,Gallinamide A-,,,
,,Gallinamide A-,,,
,,"analog 
Gallinamide A-","2nd Order (M
−1 s
−1)",Irreversible,"Boudreau et al., 2019"
,,analog,,,
17,,"Gallinamide A-analog
analog",ND,,
,,analog,8730000,(In vitro cellular),[118]
,,Peptidyl aldehydes,,,
,,Peptidyl aldehydes,,,
,,Peptidyl aldehydes,IC50 (nM),Covalent and reversible,
18,,"Peptidyl aldehydes 
Peptidyl aldehydes",Cat B: 357,,"Lynas et al., 2000 [119]"
,,,0.6,(In vitro),
