0,1,2,3,4,5,6,7,8,9,10,11,12
,,,adult dromedary,,,,,,Juvenile dromedary,,,
,,≤50-year-old cW,,,>50-year-old cW,,,≤50-year-old cW,,,>50-year-old cW,
,Most likely,Min/max,ca,Most likely,Min/max,ca,Most likely,Min/max,ca,Most likely,Min/max,ca
Milk,3,0/13,2.9,4,1/16,2.8,–,–,–,–,-,
Urine,3,0/9,3.2,3,0/12,2.9,5,0/12,3,4,0/12,2.9
Raw meat,4,0/15,2.8,3,0/13,2.9,1,1/6,2.9,5,2/14,2.8
Direct,25,4/45,2.9,29,5/55,3,22,7/39,2.9,33,8/57,3.2
contact,,,,,,,,,,,,
Indirect,13,1/33,2.9,18,4/36,2.8,19,4/34,3.1,24,6/48,3.1
contact,,,,,,,,,,,,
