0,1,2,3,4,5
were found between the normal diet supplied with the EPF group and the control group.,,,,,
,,Table 3. Effect of EPF on serum biochemical parameters of mice.,,,
,,,HFD + EPF,HFD + EPF,SND + EPF
Parameter,SND,HFD,,,
,,,(50 mg/kg),(100 mg/kg),(100 mg/kg)
ALT (U/L),28.32 ± 1.38 a,51.91 ± 2.16 b,42.36 ± 1.83 c,36.51 ± 2.11 d,28.43 ± 2.07 a
AST (U/L),42.86 ± 2.14 a,60.97 ± 1.83 b,44.73 ± 3.21 c,43.68 ± 2.54 c,42.89 ± 3.19 a
Glucose (mM),7.65 ± 0.48 a,15.38 ± 2.05 b,11.12 ± 1.25 c,9.93 ± 1.01 d,7.68 ± 0.27 a
Insulin (mU/L),3.38 ± 0.17 a,5.45 ± 1.32 b,4.26 ± 0.42 c,3.82 ± 0.24 d,3.39 ± 0.23 a
HOMA-IR,1.16 ± 0.02 a,3.73 ± 0.04 b,2.11 ± 0.05 c,1.69 ± 0.03 d,1.16 ± 0.01 a
TC (mM),2.92 ± 0.21 a,7.06 ± 0.34 b,5.27 ± 0.19 c,4.46 ± 0.32 d,2.91 ± 0.16 a
TG (mM),0.83 ± 0.11 a,1.57 ± 0.14 b,1.19 ± 0.12 c,0.97 ± 0.09 d,0.82 ± 0.14 a
HDL (mM),1.59 ± 0.15 a,1.36 ± 0.13 b,1.49 ± 0.11 c,1.53 ± 0.12 a,1.59 ± 0.21 a
LDL (mM),0.41 ± 0.06 a,2.63 ± 0.21 b,1.67 ± 0.13 c,1.54 ± 0.17 c,0.40 ± 0.09 a
,Signiﬁcant differences among the groups were assessed by one-way ANOVA with Tukey’s post hoc,,,,test.
