0,1,2,3,4,5,6,7,8,9,10
Table 4 Association between age groups and respiratory virus infection (2011–2013),,,,,,,,,,
Infections,Age group,,,,,,,,,
,≤2 year,,3 ~ 4,,5 ~ 15,,16 ~ 59,,≥60,
,(n = 125),(%),(n = 118),(%),(n = 124),(%),(n = 110),(%),(n = 130),(%)
IAV,9(7.20),,13(11.02),,10(8.06),,13(11.82),,3(2.31),
IBV,4(3.20),,12(10.17),,9(7.26),,2(1.82),,3(2.31),
ADV,10(8.00),,7(5.93),,15(12.10),,6(5.45),,0(0),
RSVA,13(10.40),,7(5.93),,4(3.23),,1(0.91),,4(3.08),
RSVB,6(4.80),,6(5.08),,0(0),,0(0),,0(0),
PIV-1,5(4.00),,3(2.54),,2(1.61),,1(0.91),,0(0),
PIV-2,1(0.80),,3(2.54),,6(4.84),,4(3.64),,3(2.31),
PIV-3,8(6.40),,3(2.54),,2(1.61),,0(0),,6(4.62),
HCoV(229E/NL63),1(0.80),,3(2.54),,1(0.81),,1(0.91),,4(3.08),
HCoV(OC43/HKU1,4(3.20),,0(0),,1(0.81),,2(1.82),,5(3.85),
HRV,3(2.40),,10(8.47),,7(5.65),,3(2.73),,3(2.31),
HMPV,2(1.60),,1(0.85),,0(0),,0(0),,1(0.77),
single infectious,40(32.00),,47(39.83),,44(35.48),,25(22.73),,27(20.77),
co-infectious,12(9.60),,10(8.47),,6(4.84),,4(3.64),,2(1.54),
positive cases,52(41.60),,57(48.31),,50(40.32),,29(26.36),,29(22.31),
