0,1,2,3,4,5,6,7,8,9
,,Table 2. Outpatient Visits in Relation to Air Pollutants by Different Age Groups.,,,,,,,
PLOS ONE,,Outpatient visitsa,,,,,,,
,,Age group,,,,,,,
,,0–18,,19–44,,45–64,,$65,
| www.plosone.org,Variables,RR,95%CI,RR,95%CI,RR,95%CI,RR,95%CI
,Men/women,1.43,1.37–1.48,0.84,0.79–0.90,0.77,0.72–0.82,1.20,1.12–1.29
,Year,1.06,1.05–1.07,1.03,1.02–1.04,1.00,0.99–1.02,1.01,0.99–1.02
,CO (ppm),,,,,,,,
,0.19–0.43,-,,-,,-,,-,
,0.43–0.55,1.07,1.03–1.11,1.13,1.07–1.20,1.06,1.01–1.12,1.02,0.97–1.06
,0.55–0.69,1.06,1.01–1.12,1.12,1.03–1.21,1.11,1.04–1.20,1.02,0.96–1.09
,0.69–1.22,1.10,1.04–1.16,1.13,1.03–1.23,1.15,1.05–1.26,1.04,0.95–1.13
,P-Trend,0.013,,0.078,,0.003,,0.450,
,NO2 (ppm),,,,,,,,
,4.45–14.01,-,,-,,-,,-,
,14.01–18.64,1.02,0.97–1.08,1.03,0.95–1.11,1.07,1.01–1.14,1.02,0.97–1.07
,18.64–24.04,1.05,0.98–1.12,1.08,0.98–1.19,1.14,1.06–1.23,1.07,1.00–1.13
,24.04–47.84,1.10,1.01–1.18,1.17,1.05–1.31,1.19,1.08–1.3,1.12,1.03–1.21
4,,,,,,,,,
,P-Trend,0.015,,0.002,,0.0002,,0.003,
,O3 (ppm),,,,,,,,
,14.23–23.83,-,,-,,-,,-,
,23.83–27.23,0.99,0.96–1.03,0.96,0.93–0.99,0.96,0.93–0.99,0.98,0.94–1.02
,27.23–30.80,0.96,0.92–1.00,0.94,0.90–0.98,0.98,0.94–1.01,0.99,0.94–1.04
,30.80–50.00,0.94,0.88–0.99,0.88,0.83–0.94,0.93,0.89–0.98,0.95,0.90–0.99
,P-Trend,0.016,,",0.0001",,0.028,,0.103,
,PM10 (mg/m3),,,,,,,,
,23.00–43.67,-,,-,,-,,-,
,43.67–54.00,1.06,1.02–1.10,1.07,1.03–1.11,1.02,0.98–1.07,1.04,1.01–1.08
,54.00–71.00,1.11,1.06–1.17,1.14,1.09–1.19,1.09,1.03–1.14,1.06,1.01–1.11
,71.00–141.67,1.20,1.13–1.27,1.13,1.05–1.21,1.10,1.02–1.18,1.10,1.03–1.17
May 2014 | Volume 9 |,P-Trend,",0.0001",,",0.0001",,0.001,,0.006,
,SO2 (ppm),,,,,,,,
,0.20–2.80,-,,-,,-,,-,
,2.80–3.77,1.03,0.97–1.08,0.99,0.93–1.05,1.00,0.94–1.05,1.04,0.99–1.09
Issue 5 |,3.77–5.00,1.05,0.98–1.11,0.96,0.90–1.03,0.96,0.90–1.03,1.05,0.99–1.10
,5.00–19.17,1.04,0.97–1.13,0.96,0.89–1.04,0.97,0.90–1.05,1.01,0.95–1.08
e96190,P-Trend,0.201,,0.216,,0.340,,0.590,
