0,1,2,3,4,5,6,7
Table  3.  Comparing  Respiratory  Virus-Specific  Differences,,,,,,,
,,Elevated,,,Increase  rate,Increase  rate,AST-ALT
Respiratory  virus,Total,,ALT  (IU/L),AST  (IU/L),,,
,,ALT  or  AST,,,of  ALT*,of  AST†,ratio‡
RSV  A,131  (24.6),21  (16.0),35.1±71.7,53.8±61.5,3.1±3.7,2.3±2.5,1.4±1.0
RhnV,128  (24.1),16  (12.5),31.6±58.0,53.3±88.3,4.5±2.9,3.2±3.7,1.8±1.6
MPV,58  (10.9),4  (6.9),18.1±7.7,42.9±10.4,1,1.1±0.0,2.2±1.0
Flu  B,32  (6.0),5  (15.6),26.7±44.5,46.6±26.7,3.9±2.5,1.5±0.8,2.7±1.8
RSV  B,32  (6.0),5  (15.6),22.6±14.1,43.6±12.7,1.5±0.6,1.2±0.1,2.0±1.0
HBoV,32  (6.0),3  (9.4),20.3±10.8,42.1±12.0,1.6,1.3±0.1,2.0±0.9
Flu  A,28  (5.3),4  (14.3),18.7±10.8,37.3±13.8,1.4,1.3±0.3,2.4±1.3
AdnV,24  (4.5),6  (25.0),43.0±67.9,59.5±50.7,2.7±2.3,2.4±0.9,1.3±0.6
PIV  1,21  (3.9),2  (9.5),22.9±17.2,47.9±19.1,2,1.5±0.6,1.5±0.1
PIV  4,14  (2.6),1  (7.1),31.4±49.9,47.3±41.9,4.5,3.2,0.9
CoV,13  (2.4),1  (7.7),21.2±11.0,38.0±8.6,1.2,1.1,0.8
EntV,11  (2.1),2  (18.2),28.3±26.3,54.0±31.7,1.8±0.7,1.7±0.6,1.7±0.5
PIV  3,8  (1.5),1  (12.5),30.1±25.6,42.6±11.9,2,1,0.7
p-value,,0.796,0.613,0.914,0.958,0.927,0.745
