0,1,2,3,4,5,6,7,8,9,10
,,,,,,,,,Comparison of assays for respiratory virus detection,
Table 3. Retrospective comparison of Panther Fusion and Allplex for detection of viruses in stored clinical samples.,,,,,,,,,,
Viral Target,TP1,TN2,,,Panther Fusion Results,,,,Allplex Results,
,,,FP3,FN4,Sensitivity (95% CI),Specificity (95% CI),FP3,FN4,Sensitivity (95%CI),Specificity (95% CI)
Flu A5,122,338,1,0,1 (0.96–1),0.99,0,1,0.99,1 (0.98–1)
,,,,,,(0.98–0.99),,,(0.95–0.99),
Flu B,62,398,0,0,1 (0.92–1),1 (0.98–1),0,0,1 (0.92–1),1 (0.98–1)
RSV5,64,396,2,1,0.98,0.99,0,2,0.96,1 (0.99–1)
,,,,,(0.90–0.99),(0.97–0.99),,,(0.88–0.99),
ADV,57,403,1,0,1 (0.92–1),0.99,2,2,0.96,0.99
,,,,,,(0.98–0.99),,,(0.86–0.99),(0.98–0.99)
hMPV,43,417,7,0,1 (0.89–1),0.98,1,3,0.93,0.99
,,,,,,(0.96–0.99),,,(0.81–0.98),(0.98–0.99)
RV,66,394,3,1,0.98,0.99,10,5,0.92,0.97
,,,,,(0.90–0.99),(0.97–0.99),,,(0.82–0.97),(0.95–0.98)
PIV5,40,420,3,0,1 (0.89–1),0.99,0,0,1 (0.89–1),1 (0.98–1)
,,,,,,(0.97–0.99),,,,
TOTAL,454,"2,766",17,2,0.99,0.99,13,13,0.97,0.99
,,,,,(0.97–0.99),(0.98–0.99),,,(0.95–0.98),(0.98–0.99)
1TP: true positive,,,,,,,,,,
2TN: true negative,,,,,,,,,,
3FP: false positive,,,,,,,,,,
4FN: false negative,,,,,,,,,,
"5No differences were found between the types of RSV or PIV and the subtypes of Flu A, so the data were analyzed together",,,,,,,,,,
,"Flu A, virus influenza A; Flu B, virus influenza B; RSV, Respiratory Syncytial Virus; AdV, Adenovirus; hMPV, human metapneumovirus; RV, Rhinovirus; CI,",,,,,,,,,
confidence interval,,,,,,,,,,
,https://doi.org/10.1371/journal.pone.0226403.t003,,,,,,,,,
