0,1,2,3,4,5,6,7,8,9,10
4,,,,,,,,BioMed Research International,,
,"Table 3: Geographic distribution of positive viral infections from influenza-like illness patients, by month of specimen collection.",,,,,,,,,
Island,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Total
,,,,,,,,,,45
Sumatera,12 (14),3 (6),8 (8),9 (10),0 (2),1 (2),2 (2),1 (1),0,
,,,,,,,,,,166
Java,26 (33),27 (35),24 (30),13 (18),15 (18),11 (13),8 (8),7 (7),3 (4),
,,,,,,,,,,84
Kalimantan,5 (6),17 (17),8 (9),13 (14),10 (15),4 (7),7 (9),0 (1),3 (6),
,,,,,,,,,,21
Sulawesi,3 (3),1 (1),0 (1),1 (3),2 (3),2 (3),4 (4),0 (2),1 (1),
,,,,,,,,,,18
East Indo,4 (4),2 (2),1 (3),1 (1),0,1 (2),0 (2),1 (2),2 (2),
,,,,,,,,,,334
Total,,,,,,,,,,
Note. Numbers in brackets indicate ILI patients.,,,,,,,,,,
