0,1,2,3
DISPATCHES,,,
,,,Table 2. Countries	from	which	381	PUIs	for	MERS-CoV	infection
"Table 1. Characteristics	of	490	PUIs for	MERS-CoV,	United",,,
,,"had	traveled	within	14	days	of	symptom	onset,	United	States",
"States,	January	1,	2013–October	31,	2014*",,,
,,"January	1,	2013–October	31,	2014*",
Characteristic,Value,,
,,Country,No.	(%)
"Sex,	M/F",296	(60.4)/186	(38.0),,
,,Saudi	Arabia,189	(49.6)
"Median	age,	y	(range)",48	(0.3–89),,
,,United	Arab	Emirates,60	(15.7)
Symptom,,,
,,Israel,45	(11.8)
Cough,393(80.2),,
,,Jordan,34	(8.9)
Fever,388	(79.2),,
,,Qatar,27	(7.1)
Shortness	of	breath,220	(44.9),,
,,Kuwait,22	(5.8)
Chills†,153	(35.1),,
,,Egypt,12	(3.1)
Myalgia†,140	(32.1),,
,,Bahrain,10	(2.6)
Sore	throat,134	(27.4),,
,,Oman,9	(2.4)
Headache†,106	(24.3),,
,,Iran,8	(2.1)
Diarrhea†,58	(13.3),,
,,Iraq,8	(2.1)
Abdominal	pain†,34	(7.8),,
,,Lebanon,8	(2.1)
Hospitalized,292	(59.6),,
,,Turkey,8	(2.1)
Intensive	care	unit,112	(38.4),,
,,Pakistan,6	(1.6)
Mechanical	ventilation,61	(20.9),,
,,Palestinian	Territories,6	(1.6)
Clinical	finding,,,
,,Yemen,6	(1.6)
Pneumonia‡,236	(48.2),,
,,Other†,13	(3.4)
Acute	respiratory	distress	syndrome‡,48	(9.8),,
,,"*Patients	may	have	been	in	>1	country.	PUI,	patient	under	investigation.",
Renal	failure,22	(4.5),,
,,†Azerbaijan (1);	Afghanistan	(2);	Bangladesh (1);	Greece (1);	India (2);,
Died,11	(2.2),Indonesia (2);	Kenya (1);	Morocco (1);	Somalia (1);	Syria (1).,
Underlying	condition†,,,
