0,1,2,3,4,5,6,7,8
,,Table 1. Time course pattern of antiviral gene expression in the A549 and MRC-5 cells upon HCoV 229E infection.,,,,,,
,,,,,Fold Increase,,,
Cell Type,Gene,,,,,,,
,,0 h,2 h,4 h,6 h,8 h,10 h,24 h
,HCoV 229E N gene,N.D.,1,5.08 ˘ 1.30,20.92 ˘ 6.45,102.73 ˘ 15.24,946.55 ˘ 83.16,5566.24 ˘ 312.68
,TNF-α,1,432.58 ˘ 23.35,71.32 ˘ 0.41,27.05 ˘ 0.89,8.39 ˘ 1.29,7.71 ˘ 0.75,236.52 ˘ 33.27
,IFN-α,1,0.89 ˘ 0.11,1.76 ˘ 0.83,1.29 ˘ 0.43,2.30 ˘ 1.14,1.90 ˘ 0.87,5.27 ˘ 1.73
A549,IFN-β,1,1.31 ˘ 0.09,1.17 ˘ 0.15,1.43 ˘ 0.27,0.86 ˘ 0.29,1.81 ˘0.35,504.07 ˘ 42.68
,OAS,1,1.77 ˘ 0.32,5.49 ˘ 0.22,9.73 ˘ 0.42,11.64 ˘ 2.53,15.16 ˘ 2.15,27.1 ˘ 1.25
,PKR,1,8.99 ˘ 2.94,7.45 ˘ 1.48,7.96 ˘ 1.51,8.08 ˘ 1.46,7.47 ˘ 1.54,8.72 ˘ 1.97
,MX1,1,123.69 ˘ 1.09,522.69 ˘ 50.95,736.82 ˘ 194.12,1390.95 ˘ 65.63,2381.91 ˘ 205.05,3709.11 ˘ 172.71
,HCoV 229E N gene,N.D.,1,1.90 ˘ 0.12,6.96 ˘ 1.41,77.96 ˘ 14.32,311.13 ˘ 30.21,1145.40 ˘ 104.50
,TNF-α,1,1441.36 ˘ 343.85,975.38 ˘ 63.78,303.71 ˘ 60.77,137.94 ˘ 24.09,35.49 ˘ 2.29,7955.68 ˘ 664.50
,IFN-α,1,0.78 ˘ 0.20,0.93 ˘ 0.32,1.39 ˘ 0.54,0.79 ˘ 0.52,1.63 ˘ 0.24,0.88 ˘ 0.43
MRC-5,IFN-β,1,0.92 ˘ 0.02,0.89 ˘ 0.12,0.98 ˘ 0.29,0.84 ˘ 0.05,1.23 ˘ 0.92,1194.91 ˘ 36.47
,OAS,1,11.27 ˘ 1.33,93.33 ˘ 0.41,289.97 ˘ 27.38,521.57 ˘ 170.79,997.31 ˘ 182.12,4775.85 ˘ 620.45
,PKR,1,4.10 ˘ 1.84,4.18 ˘ 1.69,5.16 ˘ 2.13,4.33 ˘ 0.24,5.00 ˘ 1.45,5.07 ˘ 0.51
,MX1,1,121.73 ˘ 44.20,512.70 ˘ 4.42,1345.64 ˘105.59,1774.51 ˘ 185.55,1966.26 ˘ 333.56,6117.88 ˘ 674.95
,,,,N. D.: Not Detected.,,,,
