0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,It,,,,,It,,,,It,,
t,St,"α
=
µ
10
,",=,0,Rt,St,"α
=
µ
=
5
,",0,Rt,St,"α
=
µ
=
5
,",5,Rt
15,0.00000,0.79949,,,0.20051,0.00000,0.72772,,0.27228,0.19200,0.00000,,0.80800
16,0.00000,0.79945,,,0.20055,0.00000,0.72281,,0.27719,0.19200,0.00000,,0.80800
17,0.00000,0.79942,,,0.20058,0.00000,0.71794,,0.28206,0.19200,0.00000,,0.80800
18,0.00000,0.79938,,,0.20062,0.00000,0.71310,,0.28690,0.19200,0.00000,,0.80800
19,0.00000,0.79935,,,0.20065,0.00000,0.70830,,0.29170,0.19200,0.00000,,0.80800
20,0.00000,0.79931,,,0.20069,0.00000,0.70353,,0.29647,0.19200,0.00000,,0.80800
. . .,. . .,. . .,,,. . .,. . .,. . .,,. . .,. . .,. . .,,. . .
1774,0.00000,0.73813,,,0.26187,0.00000,0.00000,,1.00000,0.19200,0.00000,,0.80800
. . .,. . .,. . .,,,. . .,. . .,. . .,,. . .,. . .,. . .,,. . .
10000,0.00000,0.50808,,,0.49192,0.00000,0.00000,,1.00000,0.19200,0.00000,,0.80800
. . .,. . .,. . .,,,. . .,. . .,. . .,,. . .,. . .,. . .,,. . .
