0,1,2,3,4,5,6,7,8
Table-2: IBV-HI antibody titers in broiler flocks suffering from kidney damages.,,,,,,,,
Flocks,,,Mean titers (log2),,,Mean titers range (maximum-minimum) (log2),,
,Qx,M–41,D–274,4/91,Qx,M–41,D–274,4/91
1,11.00,5.80,4.70,7.00,11—11,4—9,4—9,6—11
2,11.00,7.00,4.64,7.55,11—11,5—10,4—7,7—9
3,9.70,6.50,5.20,7.20,7—11,4—11,4—8,4—11
4,10.82,6.18,5.18,7.00,9—11,5—11,4—9,4—11
5,11.00,8.09,6.91,9.00,11—11,6—10,5—10,7—11
6,11.00,6.70,5.10,6.70,11—11,5—8,4—7,5—9
7,9.78,9.78,8.78,9.89,7—11,8—11,5—11,8—11
8,11.00,7.75,5.25,7.50,11—11,7—8,5—6,7—8
9,10.50,5.33,4.50,5.17,8—11,4—9,4—6,4—9
10,10.14,4.86,4.00,5.00,5—11,4—8,4—4,4—8
11,9.50,8.33,5.83,9.67,7—11,6—10,4—8,7—11
12,8.73,7.55,5.91,8.00,4—11,5—9,4—7,5—11
13,9.80,8.70,6.70,8.80,7—11,6—11,4—11,8—11
14,10.75,9.38,6.75,9.88,10—11,8—11,5—10,8—11
IBV-HI=Infectious bronchitis virus-hemagglutination inhibition,,,,,,,,
