0,1,2,3,4,5,6,7,8,9,10
South-central America (SCA).,,,,,,,,,,
,Table 1. Characteristics of the individual studies in this meta-analysis.,,,,,,,,,
,,,,,Matching,,,N,,
,Publish,,,WHO,,,,,,Score
First Author,,Ethnicity,Country,,Criteria of,Method,,,,
,Year,,,Criteria,,,Severe,,,NOS
,,,,,Controls,,,,DF,
,,,,,,,Dengue,,,
Sakuntabhai [30],2005,Asian,Thailand (RA),1997,Gender,TaqMan,144,,50,6
Sakuntabhai [30],2005,Asian,Thailand (SI),1997,Gender,TaqMan,124,,66,6
Sakuntabhai [30],2005,Asian,Thailand (KK),1997,Gender,TaqMan,87,,27,6
,,,,,Gender and,,,,,
Silva [29],2010,SCA,Brazil,1997,,BeadArray,31,,128,9
,,,,,age,,,,,
Wang [19],2011,Asian,China,1997,Gender,TaqMan,106,,157,6
Xavier-Carvalho [28],2013,SCA,Brazil,2009,Age,TaqMan.,52,,122,6
Alagarasu [27],2013,Asian,India,1999,Unmentioned,PCR-RFLP,19,,64,5
Noecker [25],2014,SCA,Mexican,2009,Gender,TaqMan,33,,51,6
,,,,,Gender and,,,,,
Oliveira [26],2014,SCA,Brazil,2009,,TaqMan,67,,74,8
,,,,,age,,,,,
Dang [36],2016,Asian,Thailand,1997,Gender,TaqMan,415,,331,6
Oliveira [37],2018,Asian,Vietnam,1997,Unmentioned,TaqMan,20,,21,6
Oliveira [37],2018,Asian,Cambodia,1997,Unmentioned,TaqMan,93,,57,6
,"SCA, South-central American; PCR-RFLP, polymerase chain reaction and restriction fragment length polymorphism.",,,,,,,,,
