0,1,2,3,4,5,6,7,8
Table 2. Descriptive statistics and heritability estimates of,,,,,the ITs contributing to innate immunity and of other hematological,,,
traits.,,,,,,,,
Type of traits,Trait symbol,N&,Mean,sd,CV,h2 (se),95%CI of h2,h2 levels#
Innate immunity,MON *,440,1.0,0.4,0.36,0.38 (0.20),[0.00 – 0.77],Moderate
,NEU *,440,3.9,1.8,0.45,0.61 (0.20),[0.20 – 1.00],High
,EOS *,440,0.2,0.1,0.40,0.80 (0.21),[0.30 – 1.00],High
,IL1B *,442,6150.7,5581.8,0.90,0.12 (0.19),[0.00– 0.49],Moderate
,IL8 *,442,10663,12666,1.18,0.00 (0.17),[0.00 – 0.33],Weak
,TNF *,442,2091.6,1619.9,0.77,0.00 (0.19),[0.00 – 0.37],Weak
,IL6 *,439,222.2,435.5,1.95,0.11 (0.19),[0.00 – 0.48],Moderate
,IFNA *,404,394.1,628.2,1.59,0.60 (0.23),[0.10 – 1.00],High
,IL12 *,442,740.1,785.4,1.06,0.51 (0.20),[0.10 – 0.90],High
,CD16- CD2+,432,18.4,8.6,0.46,0.32 (0.21),[0.00 – 0.73],Moderate
,CD16+ CD2+ *,432,8.5,5.6,0.65,0.81 (0.20),[0.40 – 1.00],High
,CD16+ CD2-,432,16.6,11.2,0.67,0.05 (0.16),[0.00 – 0.36],Weak
,MHCII- CD172A+,384,12.6,9.1,0.71,0.25 (0.21),[0.00 – 0.66],Moderate
,MHCII+ CD172A+ *,384,5.7,3.1,0.54,0.48 (0.21),[0.00 – 0.89],High
,MHCII+ CD172A-,432,19.1,9.5,0.49,0.39 (0.20),[0.00 – 0.78],Moderate
,CD16- CD172A+,384,1.5,1.2,0.75,0.30 (0.22),[0.00 – 0.73],Moderate
,CD16+ CD172A+ *,384,17.4,10.7,0.61,0.21 (0.20),[0.00 – 0.60],Moderate
,CD16+ CD172A-,432,9.0,7.2,0.79,0.74 (0.20),[0.30 – 1.00],High
,CD16- MHCII+,432,15.4,7.2,0.46,0.02 (0.17),[0.00 – 0.35],Weak
,CD16+ MHCII+ *,431,9.6,5.8,0.60,0.71 (0.19),[0.30 – 1.00],High
,CD16+ MHCII-,432,14.8,9.7,0.65,0.17 (0.20),[0.00 – 0.56],Moderate
,TCRcd+ *,431,12.4,7.9,0.63,0.69 (0.21),[0.20– 1.00],High
,PHAG *,414,33.7,10.2,0.30,0.62 (0.22),[0.10 – 1.00],High
,HAPT *,440,0.7,1.6,2.05,0.55 (0.21),[0.10 – 0.96],High
,CRPT *,440,106.5,167.1,1.56,0.18 (0.18),[0.00 – 0.53],Moderate
Other,RBC,440,6.2,0.5,0.07,0.43 (0.20),[0.00 – 0.82],High
hematological,,,,,,,,
traits,,,,,,,,
,HT,440,30.8,4.8,0.15,0.57 (0.03),[0.50 – 0.62],High
,RDW,440,14.8,1.5,0.10,0.70 (nd),nd,High
,PLT,440,539.3,257.2,0.47,0.56 (0.19),[0.10 – 0.93],High
