0,1,2,3,4
Samples and age distribution of coronavirus in influenza negative human respiratory samples during the 2009–,,,,
2010 influenza season in Arkansas.,,,,
Age,Total (%),qRT-PCR (%),RT-PCR (%),Sequenced
≤10,19 (9.5),9/79 (11.4),6/35 (17.1),5
11–20,3 (1.5),1/79 (1.3),0/35 (0.0),-
21–30,17 (8.5),6/79 (7.6),2/35 (5.7),1
31–40,16 (8.0),6/79 (7.6),0/35 (0.0),-
41–50,27 (13.5),10/79 (12.6),4/35 (11.4),2
51–60,30 (15.0),14/79 (17.7),8/35 (22.9),5
61–70,36 (18.0),16/79 (20.2),6/35 (17.1),5
≥71,52 (26.0),17/79 (21.5),9/35 (25.7),5
Gender,,,,
Female,105 (52.5),41 (20.5),,16
,,,26 (13.0)*,
Male,95 (47.5),38 (19.0),9 (4.5),7
Total,200,79/200 (39.5),35/200 (17.5),23
