0,1,2,3,4
Journal of Pathogens,,,,5
,Table 2: Viral etiology and coinfections identified in 109 infected children in two respiratory seasons.,,,
,∗,∗∗,,
,2010,2015,Total,
,𝑁 (single + coinfection),𝑁 (single + coinfection),,𝑁 (single + coinfection)
AdV,6 (1 + 5),6 (1 + 5),12 (2 + 10),
Flu A,0 (0 + 0),3 (1 + 2),3 (1 + 2),
Flu B,0 (0 + 0),5 (4 + 1),5 (4 + 1),
HCoV 229E/NL63,1 (1 + 0),2 (1 + 1),3 (2 + 1),
HCoV OC43/HKU1,2 (0 + 2),2 (1 + 1),4 (1 + 3),
HRV,17 (2 + 15),7 (4 + 3),24 (6 + 18),
PIV 1,6 (1 + 5),0 (0 + 0),6 (1 + 5),
PIV 2,3 (1 + 2),1 (0 + 1),4 (1 + 3),
PIV 3,18 (7 + 11),3 (0 + 3),21 (7 + 14),
PIV 4,NA,2 (0 + 2),2 (0 + 2),
RSV A,4 (0 + 4),8 (6 + 2),12 (6 + 6),
RSV B,26 (11 + 15),10 (7 + 3),36 (18 + 18),
HMPV,9 (3 + 6),8 (6 + 2),17 (9 + 8),
HEV,NA,10 (5 + 5),10 (5 + 5),
HBoV,NA,8 (1 + 7),8 (1 + 7),
∗∗∗,,,,
HPeV,NA,1 (1 + 0),1 (1 + 0),
Total,92 (27 + 27 cases),76 (38 + 17 cases),168 (65 + 44 cases),
NA: not applicable.,,,,
