0,1,2,3,4,5,6,7
,Table 2 Virus titers in the indicated tissues from hamsters 3 dpi with APMV serotypes 1 to 9,,,,,,
Virus,Hamster,Nasal,Lung,Brain,Spleen,Kidney,Small
,No.,Turbinates,,,,,Intestine
APMV-1,1,3 × 103,2 × 103,–,–,–,–
,2,2.4 × 103,3 × 103,–,–,–,–
,3,4 × 103,1 × 102,–,–,–,–
APMV-2,1,9.29 × 103,1.7 × 103,–,–,–,–
,2,3.4 × 103,6.6 × 102,–,–,–,–
,,,-,,,,
,3,3.5 × 103,,–,–,–,–
APMV-3,1,3 × 104,4 × 102,–,–,–,–
,2,4.06 × 104,5.5 × 102,–,–,–,–
,3,3.75 × 104,6.6 × 102,–,–,–,–
APMV-4,1,2 × 103,3 × 102,–,–,–,–
,2,2 × 103,1 × 101,–,–,1 × 101,–
,3,2 × 102,2 × 102,–,–,–,–
APMV-5,1,–,–,–,–,–,–
,2,–,–,–,–,–,–
,3,–,–,–,–,–,–
APMV-6,1,1 × 102,3 × 103,–,–,–,3 × 101
,2,1 × 101,4 × 103,–,–,–,–
,3,1 × 102,1 × 103,–,3 × 101,–,–
APMV-7,1,–,–,–,–,–,–
