0,1,2,3,4,5,6
K: T/G.,,,,,,
,,Table 3: Detection of respiratory viruses in patients with LRTI (children/adults).,,,,
,,,,Virus-positive patients,,
Season,Number of investigated patients,,,,,
,,HMPV,RSV,Influenza virus,Adenovirus,Number of coinfections
2005-2006,22 (0/22),0,0,1,0,0
2006-2007,278 (0/278),0,2,15,12,0
2007-2008,220 (70/150),21 (12/9),14 (12/2),6 (1/5),8 (7/1),4 (3/1)
Total,520 (69/451),21 (12/9),16 (12/4),22 (1/21),20 (7/13),4 (3/1)
Percent,100 (13/87),4.0 (17/2),3 (17/1),4.2 (1/5),3.8 (10/3),0.8 (4/0)
