0,1,2,3,4,5,6
,,,,,,Viruses in Hospitalized Children with CAP
,Table 1. Demographic and aetiological data in this study.,,,,,
,,CAP,,Non-CAP,,
Parameter,,,,,,P Value
,,No.,%,No.,%,
No. of cases,,273,,81,,
Male/Female,,180/93,64.9/34.1,49/32,60.5/39.5,
Mean age (Y)6SD (range),1.1561.51(14d-11y),,,3.3162.91(29d-13y),,
Age,!6 m,122,44.69,10,12.3,
,6m–12 m,64,23.44,9,11.11,
,13–36 m,68,24.91,31,38.27,
,.36 m,19,6.96,31,38.27,
Any virus detected,,272,99.6,80,98.76,0.406**
Paramyxovirus,RSV,102,37.4,40,49.4,0.053*
,"PIV-1,2,3",8,2.9,0,0,0.206**
,HMPV,17,6.2,4,4.9,0.794**
Rhinovirus,,47,17.2,3,3.7,0.001*
Bocavirus,,77,28.2,7,8.6,0.001*
Influenza A,,4,1.46,3,3.7,0.199**
Influenza B,,0,0,5,6.2,0.001**
Herpesvirus,HSV(1/2),7,2.9,0,0,0.359**
,VZV,0,0,0,0,ND
,EBV,97,35.5,20,24.7,0.069*
,CMV,218,91.6,51,63,0.002*
,HHV-6,139,50.9,34,42,0.157*
,HHV-7,50,18.3,11,13.6,0.322*
Adenovirus,,19,7.0,0,0,0.010**
Coronavirus,HCoV-229E,0,0,1,1.2,ND
,HCoV-OC43,1,0.4,0,0,ND
,HCoV-HKU1,0,0,0,0,ND
,HCoV-NL63,0,0,1,1.2,ND
Entervirus,,3,1.1,0,0,ND
Co-infection detected,,241,88.28,65,80.25,0.064*
,RSV+HHV,102/102,100,30/40,75,0.001**
,RSV+HBoV,23/102,22.54,3/40,7.5,0.037*
,RSV+Rhinovirus,4/102,0.39,0,0,0.577**
