0,1,2,3,4,5,6,7,8,9,10,11
Table 5 Assessmenta of medicinal plants based on peer-reviewed referencesb of,,,,,the last 20 years aiming the modulation of the,,,,,,
immune system and inflammation,,,,,,,,,,,
Plant species,Number of,"references
Type of
reference",,Immunostimulant,Antiinflammatory,,Analgesic,,,Hypothesis proved,
,,,+,"?
o","+
?","o
+",?,o,+,?,o
Achillea millefolium L.,2,in vitro,,,21,,,,,,
,2,in vivo + clinical,,12,,13,,14,,,
Agrimonia eupatoria L.,0,in vitro,,,,,,,,,
,1,in vivo + clinical,,,15,,,,,,
Allium sativum L.,4,in vitro,16,17,28,,,,,,
,5,in vivo + clinical,59,,110,,,,,,
Camellia sinensis (L). KUNTZE,14,in vitro,311,,1212,,,,,,
,5,in vivo + clinical,213,,214,115,,,,,
Cetraria islandica (L.) ACH.,2,in vitro,216,,,,,,,,
,1,in vivo + clinical,,,117,,,,,,
Echinacea purpurea (L.) MOENCH,23,in vitro,1618,119,620,,,,,,
,13,in vivo + clinical,921,222,,,,,123,,124
Foeniculum vulgare (L.) MILL.,1,in vitro,,,125,,,,,,
,3,in vivo + clinical,,,126,327,,,,,
Glycyrrhiza glabra L.,6,in vitro,428,,229,,,,,,
,4,in vivo + clinical,330,,131,132,,,,,
Linum usita-tissimum L.,1,in vitro,,,133,,,,,,
,3,in vivo + clinical,,134,235,136,,,,,
Malva sylvestris L.,1,in vitro,,,137,,,,,,
,3,in vivo + clinical,138,,239,140,,,,,
Matricaria recutita L.,5,in vitro,,141,442,,,,,,
,5,in vivo + clinical,143,144,245,246,,,,,
Mentha x piperita L.,0,in vitro,,,,,,,,,
,1,in vivo + clinical,,,,147,,,,,
Origanum vulgare L.,1,in vitro,,,148,,,,,,
,6,in vivo + clinical,249,,,350,,,,151,
Pimpinella anisum L.,1,in vitro,,,152,,,,,,
,2,in vivo + clinical,153,154,,,,,,,
Plantago lanceolata L.,3,in vitro,,,355,,,,,,
,0,in vivo + clinical,,,,,,,,,
Potentilla erecta (L.) RAEUSCH.,1,in vitro,,,156,,,,,,
,0,in vivo + clinical,,,,,,,,,
Rubus fruticosus L.,4,in vitro,,,457,,,,,,
,0,in vivo + clinical,,,,,,,,,
Rumex ssp. L.,1,in vitro,,,158,,,,,,
,3,in vivo + clinical,,,259,260,,,,,
Salix ssp. L.,4,in vitro,,,461,,,,,,
,1,in vivo + clinical,,,162,,,,,,
Salvia officinalis L.,0,in vitro,,,,,,,,,
,7,in vivo + clinical,163,"164
165",466,267,,,,,
Sambucus nigra L.,2,in vitro,168,,169,,,,,,
,1,in vivo + clinical,,170,,,,,,,
