0,1,2,3,4
,,,,Universal Diagnostic Pathogen Microarray
Table 2. Microarray analysis performed on a diverse set of clinical samples.,,,,
Clinical sample,Type,Detected viruses,Log-Odds Score,Probe hybridization
HSV1+,Skin lesion,HSV1,1090.4,172/222
,,TTV-like mini,335.2,59/107
HSV2+,Skin lesion,HSV2,977.0,171/228
HPV16+,Cervix,HPV16,816.6,148/374
,,HPV103,541.8,58/90
,,TTV,674.4,103/113
HPV16+53+6+61+,Cervix,HPV6,1974.5,231/331
,,HPV16,2058.2,248/375
,,HPV53,2051.1,216/294
,,HPV61,2082.2,231/295
BKV+,Urine,BKV,598.4,105/121
,,TTV-like mini,359.7,65/107
,,JCV,91.0,5/9
JCV+,CSF,JCV,635.1,103/125
,,TTV,730.2,110/116
Rota A+,Faeces,Rota A,3351.9,498/696
,,Picobirnavirus,677.5,49/80
,,Rota C,284.6,35/39
Astrovirus+Sapovirus+,Faeces,Astrovirus,707.9,105/120
,,TTV,700.3,104/113
Sapovirus+,Faeces,Sapovirus,301.0,49/141
,,HAdV-C,675.0,173/682
,,TTV,858.0,199/214
,,TTV midi,698.7,167/177
,,TTV-like mini,699.4,175/235
Dengue 1+,Serum,Dengue type 1,719.6,92/109
,,Dengue type 2,403.3,59/110
,,Human endogenous retrovirus,333.2,26/28
HCV+,Serum,HCV,1618.0,263/268
,,GBV-C,437.6,60/76
,,TTV,868.7,111/112
,,TTV-like mini,744.7,86/98
HCV+,Serum,HCV,1644.4,260/268
,,GBV-C,396.8,49/76
,,TTV,940.2,111/112
,,TTV-like mini,799.8,85/98
EV+,Faeces,EV-A (Coxsackie A6),1896.1,378/732
,,TTV midi,638.3,145/179
,,TTV,320.5,88/178
RSV+,TA,RSV,979.1,69/148
,,TTV,849.0,106/112
,,TTV midi,651.9,66/80
,,TTV-like mini,615.3,63/84
,,Human endogenous retrovirus,175.3,9/19
Neg control,water,n.d.,-,-
