0,1,2,3,4,5,6,7,8,9
,,,R<1 km,,R=1–5 km,,R=5–10 km,,Total
No,Variables,,,,,,,,
,,Total,%,Total,%,Total,%,Total,%
1,Dogs,,,,,,,,
1.1,See dogs around houses,,,,,,,,
,- Yes,50,33.3,50,33.3,50,33.3,150,100.0
,- No,0,0.0,0,0.0,0,0.0,0,0.0
1.2,Frequency to see dogs,,,,,,,,
,- Very rare,4,2.7,1,0.7,1,0.7,6,4.0
,- Sometimes,7,4.7,3,2.0,1,0.7,11,7.3
,- Often,39,26.0,46,30.7,48,32.0,133,88.7
1.3,The number of dogs around houses at night,,,,,,,,
,- <5 dogs,21,14.0,12,8.0,3,2.0,36,24.0
,- >5 dogs,29,19.3,38,25.3,47,31.3,114,76.0
1.4,The types of dogs around residences,,,,,,,,
,- Wild dogs,1,0.7,1,0.7,0,0.0,2,1.3
,- Community dogs,40,26.7,41,27.3,49,32.7,130,86.7
,- Unowned dogs,9,6.0,8,5.3,1,0.7,18,12.0
1.5,Have dogs,,,,,,,,
,- Yes,3,2.0,6,4.0,10,6.7,19,12.7
,- No,47,31.3,44,29.3,40,26.7,131,87.3
1.6,The number of dogs at home,,,,,,,,
,- 1 dog,3,2.0,5,3.3,6,4.0,14,9.3
,- 2 dogs,1,0.7,1,0.7,3,2.0,5,3.3
,- 5 dogs,0,0.0,0,0.0,1,0.7,1,0.7
2,Cattles,,,,,,,,
2.1,Have cattles,,,,,,,,
,- Yes,2,1.3,7,4.7,2,1.3,11,7.3
,- No,48,32.0,43,28.7,48,32.0,139,92.7
2.2,The number of cattle,,,,,,,,
,- 1–2 cattle,2,1.3,4,2.7,2,1.3,8,5.3
,- >10 cattle,0,0.0,3,2.0,0,0.0,3,2.0
3,Have other animals,,,,,,,,
3.1,Having goat,6,5.0,7,5.8,3,2.5,16,13.3
3.2,Having sheep,8,6.7,11,9.2,8,6.7,27,22.5
3.3,Having chicken,32,26.7,40,33.3,24,20.0,96,80.0
3.4,Having cat,12,10.0,19,15.8,8,6.7,39,32.5
