0,1,2,3,4,5,6
Table 3. Thin-Section CT Features of Patients,,,,,,
,,Lesions,,Affected Segment(s),,
Case No.,,,,,,Other Findings
,Pattern,Size,Location,Segment,No.,
01,-,-,-,-,-,-
02,GGO,Small,Peripheral,"RUL posterior, apical",2,-
,Nodule,Small,,,,
03,GGO,Small,Peripheral,LUL posterior,1,Right paratracheal
,Nodule,Small,,,,lymphadenopathy
04,-,-,-,-,-,-
05,GGO,Small,Peripheral,LLL posterobasal,1,-
,Nodule,Small,,,,
06,Nodule,Small,Peripheral,RUL posterior,1,-
07,-,-,-,-,-,-
08,-,-,-,-,-,-
09,GGO,Small,Peripheral,"RLL posterobasal, LUL",3,-
,Nodule,Small,,"apicoposterior, LLL posterobasal",,
10,-,-,-,-,-,-
11,-,-,-,-,-,-
�12�,GGO,Segmental,Central,"RUL posterior, RLL posterobasal,",8,Bilateral pleural
,Nodule,Small,and peripheral,"LUL apicoposterior, inferior lingular,",,effusion
,Consolidation,Lobar,,"LLL superior, mediobasal,",,
,,,,"lateral basal, posterobasal",,
