0,1,2,3,4,5,6
"Table 5. Analysis of the serum cytokine levels of (IL-1β, IL-37, IL-12 and IL-35) among mycetoma patient stratified by different duration of mycetoma infection",,,,,,
compared to controls group.,,,,,,
Cytokines,Duration,Mean± SD,Median,(Q1- Q3),P-value�,
pg/ml,,,,,,
IL-1β,Control,1.2± 3.1,0.4,(0.1–0.6),,0.017
,�1 year,2.3± 0.1,2.3,(2.2–2.4),,
,2–4 years,2.6± 0.9,2.2,(2.1–2.4),,
,�5 years,2.3± 0.5,2.2,(2.0–2.3),,
IL-37,Control,22.1± 2.4,22.0,(20–24),,<0.001
,�1 year,146.7± 28.4,145.0,(122–160),,
,2–4 years,160.9± 41.3,178.0,(127–190),,
,�5 years,175.7± 33.9,185.2,(156–194),,
IL-12,Control,2.5± 1.0,2.4,(2.0–2.5),,<0.001
,�1 year,14.9± 5.0,12.5,(10.5–19.5),,
,2–4 years,15.0± 7.5,10.2,(9.5–19.4),,
,�5 years,12.1± 5.4,9.8,(9.5–12.1),,
IL-35,Control,16.0± 2.6,16.4,(14.6–18.2),,<0.001
,�1 year,301.9± 75.9,262.5,(260–271),,
,2–4 years,363.8± 101.5,423.5,(260–447),,
,�5 years,397.6± 88.1,436.0,(267–450),,
