0,1,2,3,4,5,6,7,8,9
,FIGURE 1 | Daily overall viral positive cases against air temperature. Notes: Date string was formatted as YYYY/MM/DD.,,,,,,,,
TABLE 3 | Respiratory virus detection percentages within clinical groups.,,,,,,,,,
,Total,"Flu,","PIV,","RSV,","ADV,","Single infection,","Double infection,","Triple infection,",Positive
,cases (n),n(%),n(%),n(%),n(%),n(%),n(%),n(%),"cases, n(%)"
Overall,1300,74(5.7),93(7.2),56(4.3),21(1.6),140(10.8),43(3.3),6(0.5),189(14.5)
Age in years,,,,,,,,,
18-49,288,11(3.8),16(5.6),13(4.5),7(2.4),30(10.4),7(2.4),1(0.3),38(13.2)
50-69,652,39(6.0),56(8.6),34(5.2),11(1.7),79(12.1),26(4.0),3(0.5),108(16.6)
≥70,360,24(6.7),21(5.8),9(2.5),3(0.8),31(8.6),10(2.8),2(0.6),43(11.9)
Surveillance year,,,,,,,,,
2014,299,12(4.0),19(6.4),9(3.0),7(2.3),14(4.7),12(4.0),3(1.0),29(9.7)
2015,280,21(7.5),21(7.5),17(6.1),5(1.8),41(14.6),10(3.6),1(0.4),52(18.6)
2016,327,19(5.8),29(8.9),12(3.7),4(1.2),42(12.8),11(3.4),0(0.0),53(16.2)
2017,394,22(5.6),24(6.1),18(4.6),5(1.3),43(10.9),10(2.5),2(0.5),55(14.0)
Climate seasons,,,,,,,,,
Spring,236,21(8.9),23(9.7),22(9.3),4(1.7),35(14.8),16(6.8),1(0.4),52(22.0)
Summer,137,10(7.3),5(3.6),2(1.5),1(0.7),13(9.5),1(0.7),1(0.7),15(10.9)
Autumn,114,6(5.3),4(3.5),5(4.4),1(0.9),10(8.8),3(2.6),0(0.0),13(11.4)
Winter,813,37(4.6),61(7.5),27(3.3),15(1.8),82(10.1),23(2.8),4(0.5),109(13.4)
Clinical diagnoses,,,,,,,,,
Pneumonia,556,35(6.3),51(9.2),31(5.6),12(2.2),73(13.1),22(4.0),4(0.7),99(17.8)
Bronchitis,496,29(5.8),30(6.0),20(4.0),9(1.8),52(10.5),15(3.0),2(0.4),69(13.9)
COPD,128,5(3.9),9(7.0),2(1.6),0(0.0),6(4.7),5(3.9),0(0.0),11(8.6)
Asthma,20,0(0.0),0(0.0),1(5.0),0(0.0),1(5.0),0(0.0),0(0.0),1(5.0)
Bronchiectasia,45,3(6.7),2(4.4),1(2.2),0(0.0),4(8.9),1(2.2),0(0.0),5(11.1)
Other LRI,55,2(3.6),1(1.8),1(1.8),0(0.0),4(7.3),0(0.0),0(0.0),4(7.3)
"Flu (inﬂuenza virus,",,"including type A and B), PIV (parainﬂuenza virus,",,,"including type 1 to 3), RSV (respiratory syncytial virus), and ADV (adenovirus).",,,,
