0,1,2,3
on eukaryotic and prokaryotic cells using the DEP technique.,,,
,Table 2. DEP investigations of eukaryotic and prokaryotic cells.,,
Type of Cell,Applications,Advantages,References
Eukaryotes:,,,
Cancer cells,,More efﬁcient cell,
,Sorting and trapping,,[66]
Erythrocytes,,sorting and trapping,
HeLa,,,
Prokaryotes:,,,
,Separation,Improve assay sensitivity,[36]
Bacteria (Escherichia coli),,,
Bacteria (lactobacillus) and yeast,Separation,Independent ﬁngerprinting and,[67]
,,label-free separation of microbes,
Bacteria (Clostridium),Trapping,,[68]
