0,1,2,3,4,5,6,7
Strains,,Zone diameter (mm),,,,,
,CTXa,CTX,CAa,CAZa,CAZ,CAa,
,,,+,,,+,
K. pneumoniae ATCC 700603,6,28,,7,20,,
,,,,,,,+
E. coli ATCC 25922,15,15,,16,16,,
,,,,,,,−
UM‑AEU015,14,14,,14,14,,
,,,,,,,−
UM‑AEU018,13,13,,15,15,,
,,,,,,,−
UM‑AEU021,16,16,,16,16,,
,,,,,,,−
UM‑AEU116,15,16,,15,16,,
,,,,,,,−
UM‑AEU131,13,13,,14,14,,
,,,,,,,−
UM‑AEU140,15,15,,15,16,,
,,,,,,,−
UM‑AEU197,14,15,,15,16,,
,,,,,,,−
UM‑AEU198,13,14,,14,14,,
,,,,,,,−
UM‑AEU202,13,13,,13,14,,
,,,,,,,−
UM‑AEU203,15,16,,16,17,,
,,,,,,,−
UM‑AEU208,14,14,,15,16,,
,,,,,,,−
UM‑AEU213,15,15,,16,16,,
,,,,,,,−
UM‑AEU214,14,15,,15,15,,
,,,,,,,−
"a  CTX 
 cefotaxime, CTX 
 CA","cefotaxime-clavulanic acid, CAZ",,"ceftazidime, CAZ",CA,ceftazidime-clavulanic acid,,
