0,1,2,3,4,5,6,7,8,9,10,11
,,"Table 2. Median proportions of pathogens isolated in stool samples from diarrheal episodes seen in inpatient services,",,,,,,,in 208 studies that sought one or 27 studies that sought 5–,,
PLOS ONE,,"13 pathogens in children 0–59 m of age in the world, by type of pathogen.",,,,,,,,,
,,,Single pathogen (n = 208 studies),,,,,Studies that sought 5–13 pathogens (n = 27 studies),,,
,Pathogen,,,,,,,,,,
| www.plosone.org,,,,,,Age adjusted,,,,,Age adjusted
,,,N samples,N samples,,median %,,N samples,N samples,,median %
,,N studies,positive,examined,Median %,(95%CI)*,N studies,positive,examined,Median %,(95%CI)
,Viruses,,,,,,,,,,
,Rotavirus,180,59 226,161 126,39?4%,39?4% (37?1–43?1),24,8 384,43 719,19?7%,20?2% (15?7–26?3)
,Calicivirus,12,639,4 412,15?6%,15?6% (10?5–21?2),7,2 681,39 195,8?2%,8?2% (4?8–12?7)
,Astrovirus,1,28,708,4?0%,4?0% (NA),10,577,39 597,2?3%,2.3% (1?1–3?5)
,Adenovirus,1,17,866,2?0%,2?0% (NA),10,942,39 615,3?6%,3?6% (1?7–5?8)
,Bacteria,,,,,,,,,,
,EPEC,0,-,-,-,-,9,605,2 961,15?8%,15?8% (7?9–29?2)
,ETEC,1,43,314,13?7%,13?7% (NA),16,355,5 461,8?1%,8?2% (5?1–11?9)
,Shigella spp,2,118,668,17?1%,24?5% (NA),24,520,43 947,6?0%,7?2% (3?2–7?9)
,Campylobacter spp,1,64,2 163,3?0%,3?0% (NA),23,596,43 882,4?8%,4?8% (3?1–9?3)
,Salmonella spp,0,-,-,-,-,24,853,44 060,3?2%,3?2% (2?7–3?5)
,Vibrio cholerae O1,2,134,1 441,10?5%,10?5% (NA),11,227,36 025,0?2%,0?2% (0?0–6?1)
5,,,,,,,,,,,
,Parasites,,,,,,,,,,
,Cryptosporidium spp,7,192,5 451,2?8%,2?8% (2?0–6?1),17,290,40 493,2?6%,2?6% (0?4–7?0)
,Giardia lamblia,1,46,291,15?8%,15?8% (NA),14,425,39 762,2?8%,2?8% (0?4–10?5)
,Entamoeba histolytica,0,-,-,-,-,12,150,39 067,0?3%,0?3% (0?0–3?8)
,*CI = confidence interval.,,,,,,,,,,
,doi:10.1371/journal.pone.0072788.t002,,,,,,,,,,
