0,1,2,3,4,5,6
Zhao et al.,,,,,,A Network Pharmacology Study of Huo-Xiang-Zheng-Qi Formula
TABLE 2 | Certain candidate compounds of HXZQ formula mentioned in the present work.,,,,,,
ID,Name,Structure,,ID,Name,Structure
BS03,Atractylenolide I,,,GHX01,Genkwanin,
BX02,Cavidine,,,GHX04,Irisolidone,
BZ04,Coumarin,,,GHX05,Patchouli alcohol,
CP03,Nobiletin,,,GHX06,Quercetin,
DFP01,Arecoline,,,DFP02,Arecolidine,
HP01,Magnolol,,,HP02,Honokiol,
GC35,Licoisoﬂavone B,,,FL10,Pachymic acid,
GC11,Medicarpin,,,BX03,Baicalein,
GHX07,Rutin,,,GC69,Glycyrrhizic acid,
GC13,7-Methoxy-2-methoxyisoﬂavone,,,GC08,Inermine,
BS0 4,Atractylenolide II,,,SJ02,Curcumin,
Frontiers in Pharmacology | www.frontiersin.org,,,5,,,January 2019 | Volume 9 | Article 1448
