0,1,2,3,4,5,6,7,8
Specimen-collected sites,,UpE/ORF1a (Ct value),,,,UpE/ORF1a (Ct value),,
,H0,H2,H24,H48,H0,H2,H24,H48
Negative pressure isolation room,,,,,,,,
Hepafilter 1,ND,ND,ND,ND,ND,ND,ND,ND
Hepafilter 2,ND,ND,ND,ND,ND,ND,ND,ND
Washstand,ND,ND,ND,ND,ND,ND,ND,ND
Bed sheet,ND,ND,ND,ND,ND,ND,ND,ND
Bed guardrail,38.4/38.1a,ND,ND,ND,ND,ND,ND,ND
Bottom,ND,ND,ND,ND,ND,ND,ND,ND
Wall,ND,ND,ND,ND,ND,ND,ND,ND
Monitor,37.6/39.0b,ND,37.4/38.0a,ND,ND,ND,ND,ND
Anteroom,,,,,,,,
Bottom,ND,ND,ND,ND,ND,ND,ND,ND
Wall,ND,ND,ND,ND,38.0/38.6a,ND,ND,ND
Computer monitor,38.1/38.9b,39.8/NDa,ND,ND,ND,ND,ND,ND
Computer keyboard,ND,ND,ND,ND,ND,ND,ND,ND
"ND, not detected",,,,,,,,
