0,1,2,3,4,5
Table 1. Binding kinetics of DENV1-4 DIII-specific mAbs measured by Biacore.,,,,,
,,DENV-1 DIII,DENV-2 DIII,DENV-3 DIII,DENV-4 DIII
m360,kon (Ms-1),1.2×106,1.7×105,5.9×105,9.0×104
,koff (s-1),7.0×10−3,8.8×10−4,6.9×10−5,7.5×10−4
,KD (M),5.8×10−9,5.1×10−9,1.2×10−10,8.3×10−9
m366,kon (Ms-1),7.6×105,7.7×105,1.9×105,2.7×105
,koff (s-1),2.5×10−3,9.3×10−4,2.0×10−4,1.0×10−2
,KD (M),3.3×10−9,1.2×10−9,1.1×10−9,1.2×10−8
m360.6,kon (Ms-1),1.1×106,3.8×105,4.1×105,1.5×106
,koff (s-1),3.4×10−4,1.6×10−5,9.4×10−7,5.3×10−2
,KD (M),3.1×10−10,4.2×10−11,2.3×10−12,3.3×10−8
m366.6,kon (Ms-1),3.2×105,9.6×105,6.6×105,3.3×105
,koff (s-1),2.5×10−4,2.5×10−4,1.8×10−4,6.2×10−4
,KD (M),7.8×10−10,2.9×10−10,2.7×10−10,1.9×10−9
https://doi.org/10.1371/journal.ppat.1007836.t001,,,,,
