0,1,2,3,4,5,6,7,8,9
IDV Pathogenesis in Calves,,,,,,,,,Journal of Virology
,TABLE 2 Comparative chemokine and cytokine mRNA expression (assessed by RT-qPCR Fluidigm assay),,,,,,,in BALs between direct-,
,"inoculated and control calves, expressed as fold changea",,,,,,,,
,,Expression on:,,,,,Expression on:,,
mRNA in BALs,D2,D7,D14,Infected/control,mRNA in BALs,D2,D7,D14,Infected/control
CCL2,15.3,11.8**,2.3*,1,STAT2,1.3,0.8,0.4,
CCL3,7.8***,1.8,1.2*,1,SOCS1,4.8***,1.4,2.6*,1
CCL4,2.9*,1.5,2.8*,1,SOCS3,4***,1.4,2.4*,1
CCL8,4.1,1.1,0.1,,IL-1(cid:3),2.9,1,1,
CCR5,1.6,0.7,1.5,,IL-6,2**,1.6,2.5**,1
CSF2,1.7,2.3,1.9,,TNF-(cid:2),0.2,0.3,0.2,
CSF3,2.3*,2.4,1.9*,1,TNF-(cid:3),2,0.9,1.3,
CX3CL1,3.7*,2,3.8*,1,NF-(cid:4)B,2,0.6,0.9,
CX3CR1,2.6**,3.3**,3.5***,1,IFN-(cid:5),3.3*,2.1,2.6*,1
CXCL1,5.5,1.2,0.2,,IL-12(cid:2),1.7,1.9,2.9,
CCL11,2.3*,2.1,1.3,1,IL-13,7.8***,2.5**,2*,1
ITGAL,0.6,0.1,0.4**,2,IL-1(cid:2),12.1,6.3,3.1,
RIG-1,4.9***,8.3***,1.1,1,IL-2,2.1,4.2**,2.4,1
TLR2,2.5*,1.2,1,1,IL-8,9.6,2.1,0.7,
TLR4,1.8,1,0.1,,SPA,2.1,1.4,1.2,
TLR3,2.3**,1.5,1.3,1,PTGS1,2.7,2,1.8,
TLR7,4.5**,1.8,1.7,1,PTGS2,2.7,1.2,0.8,
TLR9,2.9**,2.4*,2.5*,1,TGFB1,0.2,1.5,0.3*,1
NOD2,1.5,2.1*,2*,,RPL19,0.6,1.4,0.5,
IFN-(cid:2),1.1,1.5,1.4,,RPL26,1.4,1.1,0.9,
IRF1,1.1,0.3,0.1,,GAPDH,0.8,1.2,0.7,
IRF3,1.8,0.7,0.1,,SDH,0.3,1,0.3,
IRF7,1.3,0.5,1.6,,YWAH7,1.1,1.2,1.1,
ISG15,2.1,2.1,1,,HPRT,1,0.9,1,
,aStatistics were done by comparing the slopes of,,,the curves for each day (D2 or D7 or D14) on D(cid:6)1 between direct-inoculated and control calves using a linear,,,,,
,mixed model with random effect,,"for group and considering interactions between time and status. Statistical differences are indicated as follows *, P (cid:2) 0.05; **,",,,,,,
