0,1,2,3
,,Table 4. Cont.,
PDB Entry,Method,Resolution (Å),Reference
3BC3,X-ray,2.20,[187]
3H89,X-ray,2.50,[128]
3H8B,X-ray,1.80,[128]
3H8C,X-ray,2.50,[128]
3HHA,X-ray,1.27,[147]
3HWN,X-ray,2.33,[147]
3IV2,X-ray,2.20,[188]
3K24,X-ray,2.50,[188]
3KSE,X-ray,1.71,[189]
3OF8,X-ray,2.20,[96]
3OF9,X-ray,1.76,[96]
4AXL,X-ray,1.92,[190]
4AXM,X-ray,2.80,[190]
5F02,X-ray,1.43,[191]
5I4H,X-ray,1.42,[192]
5MAE,X-ray,1.00,[145]
5MAJ,X-ray,1.00,[145]
5MQY,X-ray,1.13,[123]
6EZP,X-ray,1.37,[98]
6EZX,X-ray,2.34,[98]
6F06,X-ray,2.02,[98]
