0,1,2,3,4,5,6,7,8
,,,,,45,,,
,,Obstructive,,,,,,
Parameter,Control,jaundice,Tumours,,,,,
,,,,,,"(b)   IP:TEC-01, TEC-11 blot",,
n,32,17,20,,205,,,
CEACAM1(A2),0.3t0.2,1.5t0.8*,0.4t0.3,,,,,
(mg/ml){,,,,,,,,
,,,,,116,,,
T Bilirubin (mmol/l),9.7t4.8,137.0t97.5,18.2t10.0,,97,,,
ALT (mkat/l),0.4t0.2,3.5t4.4,1.0t0.9,,,,,
,,,,,,,,Bile
,0.4t0.1,2.6t2.2,0.6t0.2,,,S eru m,,
AST (mkat/l),,,,,,,,Granul.
ALP (mkat/l),1.1t0.3,7.2t6.2,1.4t0.4,,,,,
GMT (mkat/l),0.3t0.2,7.7t8.2,1.2t0.7,,,,,
,,,,Figure 6. Presence,of,the,Lex,oligosaccharide
,,,,CEACAM1(A2),isoform.,,"(a) Reactivity of Lex-speciﬁc mAb, TEC-",
