0,1,2,3,4,5,6,7,8,9
,,,,,,,,pH1N1 and Other Respiratory Virus in La Re´union,
Table 3. Matrix of viral co-infections.,,,,,,,,,
,pH1N1,hRV,hCoV,hPIV,ADV,EV,hRSV,hMPV,hBoV
pH1N1,–,1,3,1,0,0,0,0,0
hRV,3,–,3,1,1,0,0,1,0
hCoV,2,1,–,1,0,1,0,0,0
hPIV,1,2,2,1,0,0,0,0,0
ADV,0,2,1,0,–,0,0,0,0
EV,0,1,0,0,0,–,0,0,0
hRSV,0,0,1,0,0,0,–,0,0
hMPV,0,0,0,0,0,0,0,–,0
hBoV,0,1,0,0,0,0,0,0,–
Number of,individuals co-infected with combinations of different viruses: Above the diagonal;,,,,,,individuals that tested positive for more than one virus in consecutive,,
,swabs (8 days apart). Below the diagonal;,,individuals that,,tested positive for more than one virus in the same swab.,,,,
,doi:10.1371/journal.pone.0044755.t003,,,,,,,,
