0,1,2,3
,,,Low-dose chest computed tomography in febrile neutropenia
Table 2. Baseline characteristics (n = 67).,,,
Characteristic,,No.,%
Gender,,,
,Male,47,(70.1)
,Female,20,(29.9)
Age (years),,,
,Median (range),58.5,(23–74)
BMI (kg/m2),,,
,Mean (SD),24.6,(3.3)
Haematological disease,,,
,AML/MDS,30,(44.8)
,ALL,3,(4.5)
,NHL,8,(11.9)
,Multiple Myeloma,18,(26.9)
,Myeloﬁbrosis,4,(6.0)
,M. Hodgkin,2,(3.0)
,Systemic Sclerosis,2,(3.0)
Therapeutic modality,,,
,Induction chemotherapy,26,(38.8)
,Allogeneic SCT,15,(22.4)
,HDM + autologous SCT,16,(23.9)
,BEAM + autologous SCT,3,(4.5)
,Other,7,(10.4)
Neutropenic episode (days),,,
,Median (range),13.5,(3–68)
Days of neutropenia until fever,,,
,Median (range),5,(0–51)
Fever (days),,,
,Median (range),4,(1–46)
