0,1,2,3,4,5,6,7
,"TABLE 1. Cytoﬂuorimetric analysis of murine leukocyte populations 6 days following infection with HK/483, HK/486, or PR/8",,,,,,
,,,,Mean % of cells 6 SEc,,,
,,Total no. of,,,,,
Tissue,Virusa,,,,,,
,,cellb/tissue,1,1,1,,1
,,,CD4,CD8,CD3,CD45R/B220,
Lung,PR/8,1.1 3 107,32.4 6 0.9,13.0 6 0.6,41.2 6 3.9,40.1 6 1.9,
,HK/486,1.2 3 107,25.8 6 1.6,10.5 6 0.4,39.4 6 2.6,44.0 6 2.4,
,HK/483,5.3 3 106d,19.0 6 0.6e,6.6 6 0.6e,30.9 6 1.7e,34.0 6 3.8,
Spleen,None,4.6 3 107,25.3 6 1.6,12.6 6 0.4,35.9 6 1.3,53.0 6 0.6,
,PR/8,4.8 3 107,25.7 6 2.1,14.8 6 0.3,42.5 6 2.7,53.1 6 3.4,
,HK/486,4.9 3 107,25.4 6 2.4,13.3 6 1.2,35.8 6 5.1,57.4 6 4.7,
,HK/483,3.4 3 107e,22.6 6 2.2,10.2 6 1.7,34.6 6 2.6,60.8 6 2.7,
MLN,None,8.1 3 105,35.5 6 0.5,10.8 6 0.6,51.3 6 0.6,47.1 6 0.3,
,HK/486,2.1 3 106,38.2 6 0.9,14.2 6 1.0,45.8 6 0.7,52.4 6 0.1,
,HK/483,1.1 3 106,28.4 6 2.7e,8.9 6 1.4e,35.1 6 3.5e,68.4 6 0.7,
Thymus,None,4.5 3 107,12.8 6 1.0,4.9 6 0.9 (81.7),20.6 6 1.6,ND,
,HK/486,5.4 3 107,13.2 6 2.5,6.9 6 1.2 (77.6),19.8 6 1.1,ND,
,HK/483,1.4 3 107d,37.0 6 4.7d,17.2 6 2.7e (14.1)d,64.4 6 2.4d,ND,
,a BALB/c mice were infected i.n. with 100 MID50 of,,the indicated viruses.,,,,
