0,1,2,3
,,,Metagenomic virus sequencing in lung transplant recipients
Table 1. Demographics of lung transplant recipients and controls.,,,
,,Lung transplant recipients,Healthy controls
Total (N),,71,42
"Male (N, %)",,35 (49%),16 (38%)
"Ethnicity (N, %)",,,
,White,70 (98.6%),40 (95%)
,Asian,1 (1.4%),2 (4.8%)
"Age (median years, interquartile range)",,50 (33–58),38 (29–56)
"Underlying disease (N, %)",,,
,Cystic ﬁbrosis,26 (36.6%),
,COPDa,19 (26.8%),
,Interstitial lung disease,12 (16.9%),
,Alpha 1-antitrypsin-deﬁciency,3 (4.2%),
,Sarcoidosis,3 (4.2%),
,Other,8 (11.3%),
"Co-morbidities (N, %)",,,
,Asthma,,4 (9.5%)
,Rhinitis,,7 (16.8%)
,Conjunctivitis,,1 (4.2%)
"Enrollment scenario (N, %)",,,
,Baseline enrollment,29 (40.9%),
,Indication enrollment,42 (59.1%),
