0,1,2,3,4
,Materials and methods,,,
Key resources table,,,,
Reagent type,,,,
(species) or,,Source or,,Additional
resource,Designation,reference,Identifiers,information
Gene,BirAR118G,,PMCID: 3308701,
(Escherichia coli),,,,
"Strain,",MHV-A59,,PMID: 15709029,
strain background,,,,
(mouse hepatitis,,,,
virus),,,,
"Strain,",MHV-Gluc,,PMID: 24874215,
strain background,,,,
(mouse hepatitis,,,,
virus),,,,
"Strain,",MHV-BirAR118G-,This study,,
strain background,nsp2,,,
(mouse hepatitis,,,,
virus),,,,
"Strain,",HCoV-229E,,PMID: 19057873,
strain background,,,,
(human coronavirus),,,,
"Strain,",MERS-CoV,,PMID: 23170002;,
strain background,,,23078800,
(middle east,,,,
respiratory,,,,
syndrome,,,,
coronavirus),,,,
"Cell
line",L929,Sigma,85011425,
(Mus musculus),,,,
Continued on next page,,,,
