0,1,2,3
BioMed Research International,,,3
,206,,
,SARI/ARDS,,
,cases,,
,Number of fatal cases: 9,,
,,120 (58.3%),
,Real-time PCR,,
,for A(H1N1)pdm09,cases of,
,,A(H1N1)pdm09,
,,Number of fatal cases: 7,
,86 SARI/ARDS,,
,cases negative to,,
,A(H1N1)pdm09,,
,Number of fatal cases: 2,,
,,40 (46.5%),
,,cases of other,
,Real-time PCRs/RT-PCRs,,
,for respiratory viruses,respiratory viruses,
,,Number of fatal cases: 0,
,46 SARI/ARDS,,
,cases negative to,,
,all known viruses,,
,Number of fatal cases: 2,,
,,1 measles infection,
,VIDISCA-454,,
,,Number of fatal cases: 0,
,161 (78.2%),45 (21.8%),
,SARI/ARDS cases with,SARI/ARDS cases with,
,known diagnosis,unknown diagnosis,
,Number of fatal cases: 7,Number of fatal cases: 2,
,Figure 1: Study design and results overview.,,
