0,1,2,3,4,5,6,7
N,,,,,,,
AcO,,,,,,,
O,,,,,,,
Ribavirin and other nucleoside synthesis inhibitors,,,,,,,
Ribavirin,DENV,Various,Vero,CPE,19.8–41.9a,">100a,e",Crance et al.31
,(1–4),,,,,,
,JEV,Nakayama,Vero,CPE,134.1a,">100a,e",Crance et al.31
,WNV,E101,Vero,CPE,71.2a,">100a,e",Crance et al.31
,USUV,DakArD 19848,Vero,CPE,62.6a,">100a,e",Crance et al.31
,LGTV,ND,Vero,CPE,33.9a,">100a,e",Crance et al.31
,YFV,17D and FNV,Vero,CPE,42.4; 48.2a,">100a,e",Crance et al.31
,WESSV,ND,Vero,CPE,91.7a,">100a,e",Crance et al.31
,ZIKV,Various,"Vero, Huh-7, RD",CPE,3.8–142.9a,">100a,e",Crance et al.31 and
,ZIKV,Various,"Vero, Huh-7, RD",VYR,9.52–281b,">100a,e",Julander et al.91
