0,1,2,3,4,5,6,7,8,9,10
,,,,,,,,Respiratory Viruses during the H1N1 Pandemic,,
,Table 1. Viral co-detection among PCR-positive samples.,,,,,,,,,
"Detected virus, n (%)",,,,,,,,,,
,H1N1,HAdV,HBoV,HCoV,HEV,"HMPV
HRV",RSV,PIV1,PIV2,PIV3
Positive samplesa,83 (16.5),29 (5.8),29 (5.8),17 (3.4),13 (2.6),"2 (0.4)
141 (28.1)",12 (2.4),22 (4.4),9 (1.8),2 (0.4)
Single infections,71 (85.5),18 (62.1),11 (37.9),6 (35.3),12 (92.3),"1 (50.0)
111 (78.7)",11 (91.7),15 (68.2),8 (88.9),1 (50.0)
Co-infectionsb,12 (14.5),11 (37.9),18 (62.1),11 (64.7),1 (7.7),"1 (50.0)
30 (21.3)",1 (8.3),7 (31.8),1 (11.1),1 (50.0)
H1N1,–,3 (10.3),4 (13.8),1 (5.9),,"1 (50.0)
5 (3.5)",,1 (4.5),,
HAdV,3 (3.6),–,,1 (5.9),,8 (5.7),,1 (4.5),,
HBoV,4 (4.8),,–,3 (17.6),1 (7.7),"1 (50.0)
9 (6.4)",,1 (4.5),1 (11.1),
HCoV,1 (1.2),1 (3.4),3 (10.3),–,,6 (4.3),,1 (4.5),,1 (50.0)
HEV,,,1 (3.4),,–,,,,,
HMPV,1 (1.2),,1 (3.4),,–,1 (0.7),,,,
HRV,5 (6.0),8 (27.6),9 (31.0),6 (35.3),,"1 (50.0)
–",1 (8.3),3 (13.6),1 (11.1),
RSV,,,,,,1 (0.7),–,,,
PIV1,1 (1.2),1 (3.4),1 (3.4),1 (5.9),,3 (2.1),,–,,
PIV2,,,1 (3.4),,,1 (0.7),,,–,
PIV3,,,,1 (5.9),,,,,,–
aNumber,in brackets representing percentage of total children (n = 502).,,,,,,,,,
,bTriple and quadruple infections counted as multiple double infections.,,,,,,,,,
doi:10.1371/journal.pone.0051491.t001,,,,,,,,,,
