0,1,2,3,4,5
,Table 2. Pharmacokinetic parameters for phenylbenzamides after 1 mg/kg intravenous injection or 5mg/kg oral dose in Sprague Dawley rats.,,,,
,,,IV Pharmacokinetic Parameters,,
PK parameters,Unit,,Mean + SD (n = 3),,
,,600453,500200,500873,600494
Cl_obs,mL/min/kg,3.11 +/- 0.42,8.63 +/- 0.78,1.33 +/- 0.31,0.91 +/- 0.068
T 1/2,h,3.68 +/- 0.13,1.66 +/- 0.48,2.87 +/- 0.86,5.36 +/- 2.00
C 0,ng/mL,2815.52 +/- 7.02,13770.28 +/- 2611,24104.18 +/- 3998,22902.67 +/- 4297
AUC last,h�ng/mL,5396.90 +/- 683,1938.47 +/- 166,12962.09 +/- 3068,18150.18 +/-1189
AUC Inf,h�ng/mL,5424.10 +/- 689,1940.10 +/- 166,12992.94 +/- 3068,18385.36 +/- 1400
AUC _%Extrap_obs,%,0.50 +/-0.114,0.13 +/- 0.016,0.249 +/- 0.151,1.23 +/- 1.05
MRT Inf_obs,h,3.22 +/- 0.32,0.26 +/- 0.048,1.42 +/- 0.29,2.39 +/- 0.69
AUCl ast/D,h�mg/mL,5396.90 +/- 683,1938.47 +/- 166,12962.09 +/- 3068,18150.18 +/- 1189
V ss_obs,L/kg,0.60 +/- 0.076,0.13 +/- 0.020,0.11 +/- 0.004,0.13 +/- 0.035
,,,PO Pharmacokinetic Parameters,,
PK parameters,Unit,,Mean + SD (n = 3),,
,,600453,500200,500873,600494
Dose,mg/kg,5,5,5,5
T 1/2,h,3.91 +/- 0.75,1.51 +/- 0.40,7.75 +/- 4.6,4.58 +/- 2.61
T max,h,4 +/- 0.0,3.33 +/- 1.15,3.33 +/- 1.15,5.33 +/-2.31
C max,ng/mL,2050 +/- 558,50.8 +/- 35.7,912.33 +/- 856,1850 +/- 674
AUC last,h�ng/mL,16940.77 +/- 2753,216.45 +/- 127,6425.63 +/- 4085,12440.38 +/- 2710
AUC Inf,h�ng/mL,17332.66 +/- 2846,219.73 +/- 1253,6947.67 +/-3685,13022.46 +/- 3519
AUC _%Extrap_obs,%,2.22 +/- 1.36,1.94 +/- 1.27,11.14 +/- 11.6,3.64 +/-4.73
MRT Inf_obs,h,7.40 +/- 0.44,4.04 +/- 0.68,10.02 +/- 5.6,7.89 +/- 1.49
AUC last / D,h�mg/mL,3388.15 +/- 551,43.29 +/- 25.3,1285.13 +/- 817,2488.08 +/- 542
F,%,63.91 +/- 10.5,2.26 +/- 1.29,10.20 +/-6.3,14.17 +/- 3.8
https://doi.org/10.1371/journal.pone.0204605.t002,,,,,
