0,1,2,3,4,5,6,7,8,9,10
"including 223 dual, 37 triple",,,and 3 quadruple,combi-,,rhea (P = 0.031),,than infants that were not. Older children,,
nations. Common combinations are listed in Table 2.,,,,,,with viral,infections had a higher proportion of,,,tachypnea
Table 1 Pathogen profiles and distributions of viral agents among age groups,,,,,,,,,,
,"< 6 months, n = 799",,"6 months-1 year, n = 193",,"1-3 years, n = 351",,"> 3 years, n = 421",,"All ages, n = 1764",
,No.%,Mixed,No.%,Mixed,No.%,Mixed,No.%,Mixed,No.%,Mixed
Positive,414 (51.8)a,,130 (67.4),,194 (55.3),,162 (38.5),,900 (51.0)a,
Single,297 (33.0)b,,92 (10.2),,127 (14.1),,121 (13.4),,637 (70.8)b,
Mixed,117 (13.0)c,,38 (4.2),,68 (7.6),,40 (4.4),,263 (29.2)b,
IFV,29 (3.2)b,21 (72.4)c,11 (1.2),8 (72.7),18 (23.1),15 (83.3),20 (25.6),8 (40.0),78 (4.4)a,52 (66.7)
RSV,212 (23.6),69 (32.5),61 (6.8),27 (44.3),82 (9.1),29 (35.4),46 (5.1),24 (52.2),401 (22.7),149 (37.2)
PIV,91 (10.1),47 (51.6),42 (4.7),23 (48.9),61 (6.8),30 (49.2),42 (4.4),16 (38.1),236 (13.4),116 (49.2)
ADV,29 (3.2),22 (75.9),25 (2.8),10 (40.0),33 (3.7),20 (60.6),23 (2.6),9 (39.1),110 (6.2),61 (55.5)
HPMV,20 (2.2),10 (50.0),4 (0.4),3 (75.0),8 (0.9),7 (87.5),6 (0.7),1 (16.7),38 (2.2),21 (55.3)
CoV,7 (0.8),6 (85.7),1 (0.1),0 (0.0),1 (0.1),1 (100.0),2 (0.2),1 (50.0),11 (0.6),8 (72.7)
HBoV,62 (6.9),26 (41.9),19 (2.1),10 (52.6),44 (4.9),23 (52.3),24 (2.7),13 (54.2),149 (8.4),72 (48.3)
HRV,95 (20.4)d,47 (49.4),17 (3.7),7 (41.2),27 (5.8),22 (81.5),44 (9.5),14 (31.8),183 (23.0)e,90 (49.2)
aCase number and percentage by age group,,,,,,,,,,
