0,1,2,3,4,5,6,7
,,Table 2. Comparison of different 3D-QSAR models.,,,,,
No.,Method,Fielda,OCb,(q2)c,SEd,(R2)e,F
1,CoMFA,S+E,1,0.741,0.178,0.819,67.905
2,,S,2,0.748,0.159,0.866,45.280
3,,E,1,0.710,0.187,0.802,60.592
4,,H,2,0.771,0.132,0.907,68.505
5,C,D,1,0.313,0.297,0.498,14.876
6,,A,1,0.724,0.184,0.807,62.902
7,,S+E,1,0.732,0.182,0.812,64.778
8,oMSIA,S+H,1,0.774,0.148,0.875,105.050
9,,S+A,2,0.738,0.159,0.866,45.251
10,,S+E+H,1,0.755,0.169,0.838,77.788
11,,S+H+A,2,0.759,0.130,0.910,70.509
12,,S+E+H+A,1,0.747,0.174,0.829,72.588
13f,,H(Focus),1,0.776,0.144,0.882,112.028
14f,,S+H(Focus),2,0.772,0.1.43,0.891,57.188
15f,,S+E+H(Focus),2,0.763,0.148,0.884,53.422
16f,,S+H+A(Focus),2,0.794,0.127,0.915,75.093
,Y-Random,S+H+A(Focus),1,0.199,-,-,-
