0,1,2,3,4,5,6,7,8,9
,Table 3. Age distribution of respiratory virus found in mixed virus infection with hMPV.,,,,,,,,
,,,Distribution of virus found in specimens with mixed hMPV,,,,,,
,,infections,,,,,,,
,Number of,,,,,,,,
,specimens with,,,,,,,,
,mixed infection,,,,,,,,
,with hMPV,,,,,CRV,CRV,CRV,CRV
Age groups,(n=368*),ERV,RSV,PIV,ADV,HKU1,229E,OC43,NL63
Less than 6 month,90 †,60,16,6,8,9,2,0,0
6 month to 1 year,75 †,46,7,6,9,10,2,1,0
1 year,75 †,52,10,9,8,4,1,1,1
2 years,34 †,16,5,6,7,1,2,0,0
3 years,19 †,13,3,3,0,1,0,0,0
4 years,8 †,6,0,2,1,0,0,0,1
5 to 9 years,19 †,9,0,8,0,1,1,1,0
10 to 19 years,8 †,3,2,1,0,1,2,0,0
20 to 29 years,4,4,0,0,0,0,0,0,0
30 to 39 years,5,2,0,2,1,0,0,0,0
40 to 49 years,8,3,2,1,0,1,1,0,0
50 to 59 years,8,2,1,1,0,1,3,0,0
60 to 69 years,13 †,9,1,1,0,0,1,4,0
70 to 79 years,0,NA,NA,NA,NA,NA,NA,NA,NA
80 to 89 years,2,1,0,1,0,0,0,0,0
90 to 105 years,0,NA,NA,NA,NA,NA,NA,NA,NA
