0,1,2,3,4,5,6,7
Table 2. Distribution of influenza viruses by year of detection.,,,,,,,
Pathogen,,,,Surveillance year,,,
,Total,2012,2013,2014,2015,2016,2017
,n = 43579,n = 1817,n = 4207,n = 8357,n = 10123,n = 8914,n = 10179
,,,,Positive cases,,,
,No. (%),No. (%),No. (%),No. (%),No. (%),No. (%),No. (%)
Influenza A,7602 (17.4),260 (20.1),614 (19.7),1510 (22.3),2156 (25.2),1221 (21.2),1841 (23.2)
A/H1N1,3774 (8.7),177 (9.7),114 (2.7),836 (10.0),1576 (15.6),258 (2.9),813 (8.0)
A/H3,516 (1.2),§,§,§,§,§,516 (5.1)
Influenza B,2261 (5.2),106 (5.8),213 (5.1),355 (4.2),394 (3.9),670(7.5),523.1)
