0,1,2,3
,Table 1. Formylated bacterial peptide agonists for formylpeptide receptors (FPRs) (Fprs).,,
Agonist,Classiﬁcation,Receptor,Citation
MLF,,FPR1,[29]
MIFL,,"FPR1, FPR2",
MIVIL,,"FPR1, FPR2",
,,,[32]
MIGWI,,"FPR1, FPR2",
MIVTLF,,"FPR1, FPR2",
MIGWII,,"FPR1, FPR2",
MFEDAVAWF,,"FPR1, FPR2",
"MLFK (-II, -IK, -K, -W)",,FPR2,[31]
Streptococcus f-MGFFIS,,"FPR1, FPR2",
bacillus f-MKNFKG,,FPR 2,
Salmonella f-MAMKKL,,FPR 1,
Haemophilus f-MVMKFK,,"FPR1, FPR2",
Psychrosomonas f-MLFYFS,,"FPR1, FPR2",
,,,[27]
Desulotomaculum f-MLFYLA,,"FPR1, FPR2",
Borrelia f-MLKKVY,,"FPR1, FPR2",
Vibrio F-MVKIIF,,"FPR1, FPR2",
Clostridium f-MKKNLV,,FPR 2,
Streptomyces f-MVPISI,,"FPR1, FPR2",
Hydrogenobacter MKKFLL,,FPR 2,
Listeria MKKIML,,"FPR1, FPR2",
Desulfovibrio MKFCTA,,"FPR1, FPR2",
Neisseria MKTSIR,,"FPR1, FPR2",
Staphylococcus MFIYYCK,,FPR 1,
f-NLPNTL,,FPR 1,[43]
"PSMα peptides β2, α1, and α2",Staphylococcus aureus,FPR 2,[33]
