0,1,2,3,4,5,6,7,8,9,10,11
Table 1. Distribution of bat-associated animal viruses by virus and bat,,,,,families,(as of,January 2014),,,,
"Virus
family","Bat
familya",,,,,,,,,,Sum
,,Emballonuridae Megadermatidae Molossidae Mormoopidae,,,,Nycteridae,Phyllostomidae,Pteropodidae,Rhinolophidae,"Rhinopomatidae
Vespertilionidae",
Adenoviridae,,,,,,,1,5,8,51,65
Astroviridae,32,,,,,,,1,27,141,201
Bunyaviridae,,,12,,1,,3,3,15,2,36
Caliciviridae,,,,,,,,,5,,5
Circoviridae,,,1,,,,,11,20,20,52
Coronaviridae,1,2,19,9,3,,46,79,"137
3",240,539
Filoviridae,,,,,,,,36,1,1,38
Flaviviridae,6,,16,1,,,11,51,12,6,103
Hepadnaviridae,,,,,,,5,,5,10,20
Hepeviridae,,,,,,,1,,2,4,7
Herpesviridae,,,,,,,1,19,4,23,47
Orthomyxoviridae,,,,,,,4,,,,4
Papillomaviridae,,,,,,,,9,,3,12
Paramyxoviridae,1,,1,7,,,23,262,13,23,330
Parvoviridae,,,,,,,8,4,24,43,79
Picornaviridae,,,,,,,,1,3,12,16
Polyomaviridae,,1,15,2,,,6,7,,2,33
Poxviridae,,,,,,,,1,,1,2
Reoviridae,,,2,,,,,7,2,32,43
Retroviridae,,1,,,,,,4,6,1,12
Rhabdoviridae,6,,360,,,,196,77,8,1590,2237
Totiviridae,,,,,,,,,,1,1
Total,46,4,426,19,4,,305,577,"292
3",2206,
aViruses,lacking related bat,taxonomic information are excluded.,,,,,,,,,
