0,1,2,3,4,5,6,7,8,9,10
,,,,,,Diarrheaa or virus sheddingb at PID:,,,,
,Age (days) at,,,,,,,,,Serocon-
Virus and pig no.,,Clinical sign,,,,,,,,
,inoculation,,,,,,,,,versionc
,,,1,2,3,4,5,6,7,
WD534tc/C,,,,,,,,,,
,,,2,2,1,1,1,1,1d,1
1,4,Diarrhea,,,,,,,,
,,Virus shedding,2/2/2,1/1/2,1/1/1,1/1/2,1/1/2,1/1/2,1/2/2,
,,,2,2,1,1,,,,
2,4,Diarrhea,,,,,EUT,,,ND
,,Virus shedding,2/2/2,1/1/1,1/1/1,1/1/1,,,,
,,,2,2,1,,,,,
3,4,Diarrhea,,,,EUT,,,,ND
,,Virus shedding,2/2/2,1/1/1,1/1/1,,,,,
Virulent Cowden/C,,,,,,,,,,
,,,2,2,1,1,,,,
4,4,Diarrhea,,,,,EUT,,,ND
,,Virus shedding,1/1/2,1/1/1,1/1/1,1/1/1,,,,
Attenuated Cowden/C,,,,,,,,,,
,,,2,2,2,2,2,2,2,1
5,26,Diarrhea,,,,,,,,
,,Virus shedding,1/2/2,2/2/2,2/2/2,2/2/2,2/2/2,2/2/2,2/2/2,
,,,2,2,2,2,2,2,2,1
6,4,Diarrhea,,,,,,,,
,,Virus shedding,2/2/2,2/2/2,1/2/2,1/2/2,1/2/2,2/2/2,2/2/2,
"a 1,","fecal consistency of $2; 1/2, questionable or mild diarrhea (fecal consistency of 1); 2, no diarrhea (normal",,,,,,,"feces). EUT, euthanized for histopathology.",,
