0,1,2,3,4,5,6
,,,,,,Lin and Ho
,,,Table 2: Top 20 countries with at least 28 articles,,,
Country,TP,TPR (%),SPR (%),CPR (%),FPR (%),RPR (%)
USA,"1,329",1 (47),1 (40),1 (66),1 (39),1 (39)
Japan,400,2 (14),2 (14),5 (13),2 (13),2 (13)
China,306,3 (11),3 (7.6),3 (20),3 (7.7),3 (7.8)
Germany,280,4 (10),4 (6.2),2 (20),4 (6.7),4 (6.7)
UK,249,5 (8.8),5 (5.8),4 (17),5 (6.6),5 (6.6)
France,127,6 (4.5),6 (3.2),7 (8.1),6 (3.2),6 (3.1)
Spain,117,7 (4.1),13 (1.4),6 (12),8 (2.4),8 (2.4)
Canada,116,8 (4.1),7 (2.9),8 (7.4),7 (3.0),7 (3.0)
South Korea,98,9 (3.5),8 (2.6),10 (6),9 (2.4),8 (2.4)
Italy,84,10 (3.0),11 (1.6),9 (7.0),10 (1.7),10 (1.7)
Australia,72,11 (2.5),9 (1.8),12 (4.7),11 (1.7),11 (1.7)
Israel,59,12 (2.1),10 (1.7),15 (3.2),12 (1.5),12 (1.5)
Netherlands,59,12 (2.1),16 (0.81),11 (5.8),15 (0.88),16 (0.82)
Singapore,54,14 (1.9),14 (1.1),14 (4.1),14 (1.2),14 (1.2)
Sweden,43,15 (1.5),20 (0.43),12 (4.7),17 (0.74),17 (0.75)
Taiwan,39,16 (1.4),12 (1.5),24 (1.1),13 (1.2),13 (1.2)
Belgium,29,17 (1.0),20 (0.43),16 (2.7),17 (0.74),17 (0.75)
India,28,18 (1.0),16 (0.81),19 (1.5),17 (0.74),17 (0.75)
Iran,28,18 (1.0),15 (1.1),30 (0.68),15 (0.88),15 (0.89)
Poland,28,18 (1.0),19 (0.48),18 (2.5),22 (0.49),22 (0.50)
