0,1,2,3,4
Table 3: Optimism/Pessimism Scores by Country,,,,
Variable,China (C),Ghana (G),US (U),Significance
,Mean,Mean,Mean,Anova;
,(± SD),(± SD),(± SD),Post-hoc Pairwise comparisons when Anova is significant
Overall LOT-R,15.85,18.64,16.69,P = .001
,(± 3.56),(± 3.39),(± 4.13),CvG: p = .001
,,,,CvU: p = .019 (NS)
,,,,GvU: p = .497 (NS)
LOT-R Optimism Subscale,9.75,11.07,8.53,P < .001
,(± 2.1),(± 1.5),(± 2.0),CvG: p = .001
,,,,CvU: p = .002
,,,,GvU: p < .001
LOT-R Pessimism Subscale,3.11,7.09,3.76,P < .001
,(± 2.1),(± 3.6),(± 2.5),CvG: p < .001
,,,,CvU: p = .428 (NS)
,,,,"GvU: p, > 001"
