0,1,2,3,4,5,6,7,8
,"Table 2  Characteristics, management and outcomes for healthcare workers (n",,,,8) infected with MERS-CoV and admitted to the intensive care unit during the,,,
,,,,=,,,,
outbreak,,,,,,,,
Job,Patient 1,Patient 2,Patient 3,Patient 4,Patient 5,Patient 6,Patient 7,Patient 8
,Ward nurse,Ward nurse,Clinic nurse,Physician,RT technician,ED transporter,Executive,AC technician
Clinical presentation,,,,,,,,
Dyspnea,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Body temperature,39.4 °C,38.9 °C,37.9 °C,38.3 °C,39.5 °C,39.4 °C,39.0 °C,38.9 °C
"WBC 
 109/L",11.6,13.1,3.5,5.9,5.1,6.0,3.7,6.8
×,,,,,,,,
Shock,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
PaO2/FIO2,71,91,56,453,64,100,107,126
CXR findings,Bilateral lower lobe,Right lower lobe,Diffuse bilateral,Bilateral lower lobe,Right lower lobe,Diffuse bilateral,Left lower lobe,Left lower lobe
,infiltrates,infiltrates,infiltrate,infiltrates,infiltrates,infiltrates,infiltrates,infiltrates
Management,,,,,,,,
Noninvasive ventila‑,Yes (failed),No,No,No,No,No,Yes (failed),No
tion,,,,,,,,
Intubation,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
ARDS management,Cisatracurium,Cisatracurium infu‑,Cisatracurium infu‑,NA,Cisatracurium infu‑,Cisatracurium infu‑,Cisatracurium infu‑,Cisatracurium
,infusion; prone,sion; prone posi‑,sion,,sion,sion,sion; prone posi‑,infusion; prone
,positioning,tioning; inhaled,,,,,tioning; inhaled,positioning
,,nitric oxide,,,,,nitric oxide,
Vasopressors,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
CVVHD (duration),No,Yes (26 days),No,No,No,Yes (6 days),Yes (37 days),Yes (47 days)
ECMO (duration),No,Yes (15 days),No,No,No,No,No,No
Tracheostomy,No,No,No,No,No,No,Yes (surgical; on day,Yes (surgical; on day
,,,,,,,25 after intuba‑,30 after intubation)
,,,,,,,tion),
Outcomes,,,,,,,,
MV duration (days),20,26,13,0,13,6,33,57
ICU LOS (days),28,28,17,3,16,7,56,63
Hospital LOS (days),44,42,31 days,7,22,26,66,101
Vital status at hospi‑,Survived,Survived,Survived,Survived,Survived,Survived,Survived,Survived
tal discharge,,,,,,,,
,"WBC white blood cells, PaO2/FiO2 ratio of arterial oxygen partial pressure to fractional inspired oxygen, CXR chest X‑ray, MV mechanical ventilation, ARDS acute respiratory distress syndrome, CVVHD continuous",,,,,,,
"venovenous hemodialysis, ECMO extracorporeal membrane oxygenation, ICU intensive care unit, LOS length of stay, RT respiratory therapist, ED emergency department, AC air condition",,,,,,,,
