0,1,2,3,4,5,6,7,8
,"Rates have been estimated as y=ðltÞ, where y is the total number of amino acid changes,",,,,l,is the length of the region and t is the time difference in,,
years between two clusters.,,Independence between sites and homogeneous rates per region are assumed.,,,,,,
Year,A,B,C,D,,E,Not BCE,HA1 global
1972,0.0263,0.0227,0.0093,0.0122,,0.0114,0.0025,0.0076
1976,0.0395,0.0341,0.0185,0.0305,,0.0227,0.0013,0.0121
1977,0.1053,0.1364,0.0741,0.122,,0.0909,0.005,0.0455
1979,0.0526,0.0682,0,0.0244,,0,0,0.0106
1983,0.0132,0.0114,0.0093,0.0183,,0,0.0013,0.0053
1988,0.0105,0.0273,0,0,,0.0091,0,0.003
1989,0.0526,0,0.037,0,,0.0909,0,0.0121
1992,0.0175,0.0758,0.0123,0.0081,,0.0152,0,0.0091
1993,0.0526,0,0,0.0244,,0,0,0.0061
1995,0.0263,0.0227,0.037,0.0366,,0,0,0.0106
1996,0.3684,0.1818,0.0741,0.0732,,0.1364,0,0.0576
2001,0,0.0091,0.0074,0,,0.0091,0.003,0.0036
2002,0.0526,0.0909,0,0,,0.0455,0.005,0.0152
2003,0,0.0909,0,0.0244,,0,0,0.0091
2004,0.0526,0,0,0.0244,,0,0,0.0061
2005,0,0.0455,0.037,0,,0,0.005,0.0091
2006,0.0526,0,0,0,,0,0,0.003
2007,0,0,0,0.0244,,0,0,0.003
2009,0,0.0455,0.0185,0.0122,,0,0,0.0061
2010,0,0.0455,0.1111,0,,0,0.0101,0.0182
2012(a)*,0.0263,0,0,0,,0,0,0.0015
2012(b)*,0.0526,0.0227,0,0,,0,0,0.0045
Global†,0.0311,0.0351,0.0152,0.0161,,0.0145,0.0014,0.0092
