0,1,2,3,4,5,6,7,8
,with ddPCR (D27),,,,,,,
Day post-,,Log10 genome copies BRSV/swab in IG and EG calves,,,,,,
exposure,,,,,,,,
,I1,I2,E1,E2,E3,E4,E5,E6
EG,,,,,,,,
0,3.0,–,–,–,–,–,–,–
1,5.2,–,–,–,–,–,2.5,–
2,7.5,7.5,–,–,–,2.8,–,3.3
3,7.9,–,6.0,–,2.2,4.7,4.3,3.5
4,8.0,7.4,2.7,–,4.3,–,3.8,4.0
5,8.6,7.3,3.1,3.3,2.5,3.6,6.4,4.2
6,7.7,7.3,3.7,4.8,2.9,5.3,7.6,6.3
8,4.6,4.3,4.9,5.6,3.4,7.5,8.1,8.0
9,5.1,4.8,7.4,6.8,7.3,8.5,8.7,8.1
11,4.4,4.1,7.8,7.8,8.2,7.4,6.4,6.8
13,4.0,4.1,6.9,6.9,5.9,3.9,4.9,4.7
15,3.1,3.4,3.5,3.7,3.4,3.6,5.6,3.0
17,–,3.1,–,4.6,–,–,4.8,4.2
19,–,–,–,–,–,3.2,3.8,–
21,–,–,–,–,–,4.6,–,5.0
25,–,–,–,–,3.3,–,–,–
27,–,–,–,–,–,3.3,2.5,–
