0,1,2,3,4,5,6,7,8
,Table 1. Summary of virus pathotyping in ferrets following 106 EID50 ocular,,,,inoculation.,,,
,,,,Following 106 EID50 ocular inoculation in ferrets,,,,
,,,,,,,# ferrets,
,Name,,# ferrets,# ferrets,% mean,mean max,with,# ferrets with
Virus,in study,Subtypea,infectedb,survived,max wt lossc,temp changec,sneezing,nasal discharge
A/Netherlands/219/03,NL/219,HPAI H7N7,3/3,3/3,9.8,1.6,0/3,0/3
A/Netherlands/230/03,NL/230,HPAI H7N7,3/3,3/3,4.5,1.7,1/3,0/3
A/Canada/504/04,Can/504,HPAI H7N3,2/3,3/3,4.7,1.7,1/3,0/3
A/New York/107/03,NY/107,LPAI H7N2,3/3,3/3,2.6,1.7,0/3,0/3
A/Vietnam/1203/04,VN/1203,HPAI H5N1,2/3,2/3,25.0,2.6,2/3,2/3
A/Thailand/16/04,Thai/16,HPAI H5N1,3/3,0/3,20.1,2.4,0/3,3/3
A/Mexico/4108/09,Mex/4108,H1N1,3/3,3/3,7.4,2.2,2/3,0/3
A/Brisbane/59/07,Brisbane,H1N1,3/3,3/3,6.0,2.2,1/3,0/3
A/Panama/2007/99,Panama,H3N2,3/3,3/3,6.9,1.2,2/3,0/3
