0,1,2,3,4,5
,Table 1. Clinical and laboratory characteristics.,,,,
,,,Acute HIV infection (178),,
,HIV-negative,,,,
,MSM (196),"Total
(178)",Rapid progressors (74),Nonprogressors (104),P value
Age (years),33.03 (cid:3) 8.79,32.05 (cid:3) 8.97,32.40 (cid:3) 8.12,31.81 (cid:3) 9.55,0.675
Sex (F/M),0/196,0/178,0/74,0/104,NA
CD4þ T-cell count,(cells/ml),,,,
Seroconversion,N.A.,501.08 (cid:3) 170.16,384.45 (cid:3) 124.17,570.53 (cid:3) 155.60,<0.001
3rd month,N.A.,509.20 (cid:3) 173.46,379.61 (cid:3) 112.05,602.14 (cid:3) 148.42,<0.001
6th month,N.A.,477.73 (cid:3) 187.99,335.79 (cid:3) 89.91,566.79 (cid:3) 78.65,<0.001
12th month,N.A.,432.55 (cid:3) 172.71,278.01 (cid:3) 78.77,515.76 (cid:3) 150.87,<0.001
HIV-1 VL (log/ml),,,,,
Initial VL,N.A.,4.64 (cid:3) 0.99,4.85 (cid:3) 0.89,4.54 (cid:3) 1.03,0.165
Peak VL,N.A.,5.46 (cid:3) 0.74,5.59 (cid:3) 0.81,5.41 (cid:3) 0.72,0.487
Set-point VL,N.A.,4.22 (cid:3) 0.87,4.61 (cid:3) 0.68,4.02 (cid:3) 0.89,0.002
