0,1,2,3,4,5,6,7,8
Table 3   Seasonal index of pathogens with detection rate greater than 2%,,,,,,,,
Month,Flu A,Flu B,RSV,ADV,HRV,HSV,S. pneumoniae,H. influenzae
Jan,1.19,2.41,2.32,1.19,0.68,1.31,1.27,1.03
Feb,1.43,2.66,0.93,0.80,0.41,1.50,1.58,1.83
Mar,0.94,4.06,0.99,1.12,1.06,1.71,1.49,1.55
Apr,0.82,1.03,0.08,0.31,0.82,0.97,0.70,1.18
May,0.23,0.85,0.09,2.13,1.36,0.48,0.65,0.76
Jun,0.43,0.30,0.00,1.28,1.45,0.64,0.59,0.77
Jul,1.36,0.00,0.27,0.84,0.90,0.95,0.76,0.71
Aug,1.10,0.14,0.17,0.82,1.04,0.58,0.86,0.86
Sep,0.45,0.00,0.81,0.29,1.34,0.54,0.98,1.09
Oct,0.31,0.00,1.47,0.76,1.47,0.97,1.04,0.71
Nov,1.96,0.14,2.12,1.12,0.80,1.09,1.05,0.73
Dec,1.82,0.73,2.85,1.40,0.70,1.11,1.09,0.88
