0,1,2,3,4,5,6,7
,Table 6. Evaluation plasma vs. mAbs in the 24/1/14 extended incubation PBMC assay.,,,,,,
plasma vs mAbs,,242315-HJ,,314994-HGN,,529552-HK,
Subtype,Strain,plasma,HJ16 mAb,plasma,HGN194 mAb,plasma,HK20 mAb
A,VI 191,"96,0","66,1","80,5","80,0","97,7","74,3"
,92RW009,E,"96,0",E,"71,8","41,1","88,3"
,CA 1,"99,6",E,"94,4","0,0","99,6","22,4"
B,SF162,"99,8","0,0","99,8","84,5","99,9","88,3"
,MN,E,E,"42,5","55,3","55,3",E
,BaL,"98,1","66,1","90,5","79,1","93,1","73,7"
,89.6,"91,5","55,3","91,9","88,5","96,0","55,3"
C,VI 829,"85,9","91,1","91,1","74,3","99,0","74,3"
,VI 882,"99,4",E,"63,7","22,4","32,4","0,0"
,VI 1358,"94,8","41,1","93,7",E,"96,0","0,0"
,92Br025,"97,7","77,6","97,7","84,5","99,5","91,1"
D,VI 824,"78,1","55,3","66,1","0,0","69,1","55,3"
,CI 13,"99,8","80,0","49,9","55,3","96,9","42,5"
CRF01,VI 1888,"89,5","22,4","24,1","12,9","66,1","22,4"
CRF02,VI 1090,"94,8","99,4","91,1",E,"99,8","0,0"
,CI 20,"93,1","71,2","88,3",E,"97,7","51,0"
,CA 18,"97,0","80,0","97,2","0,0","59,3",E
