0,1,2,3,4
,,,,Molecular Dipstick for Chagas Disease
,"Table 1. Code, origin, host, and amount of DNA detected by the T. cruzi OligoC-TesT of 25 T.",,rangeli,isolates.
"T
.rangeliisolate",Origin,Host,DNA detected by OligoC-TesT,
SJMC2,Bolivia,Tamandua tetradactyla,Not detected at 1 ng,
PARAMA31,Venezuela,Myrmecophaga tridactyla,Not detected at 1 ng,
RPLA4,Venezuela,Rhodnius prolixus,Not detected at 1 ng,
A4,Venezuela,Homo sapiens,Not detected at 1 ng,
B28P1A06P1C1,Venezuela,Rhodnius prolixus,Not detected at 1 ng,
B28V1A06P2C3,Venezuela,Rhodnius prolixus,Not detected at 1 ng,
CAN AC,Venezuela,Canis lupus familiaris,Not detected at 1 ng,
C23,Colombia,Rhodnius prolixus,Not detected at 1 ng,
C50,Colombia,Rhodnius prolixus,1 ng,
Ev26,Colombia,Aotus hivirgilus,1 ng,
R1271,Colombia,Rhodnius prolixus,1 ng,
SJM30,Bolivia,Tamandua tetradactyla,1 ng,
010,Panama,Homo sapiens,1 ng,
P13,Venezuela,Tamandua tetradactyla,1 ng,
RGB,Venezuela,Canis lupus familiaris,100 pg,
B2,Venezuela,Homo sapiens,100 pg,
SJMC1,Bolivia,Tamandua tetradactyla,100 pg,
LEM2953,Guyana,Bradypus tridactylus,100 pg,
LEM2946,Guyana,Saguinus midas,100 pg,
LEM2947,Guyana,Saguinus midas,100 pg,
LEM2952,Guyana,Tamandua tetradactyla,100 pg,
LEM2963,Guyana,Alouatta seniculus,10 pg,
LDG,Colombia,Homo sapiens,10 pg,
CAS3,Colombia,Homo sapiens,10 pg,
009,Panama,Homo sapiens,10 pg,
doi:10.1371/journal.pntd.0000450.t001,,,,
