0,1,2,3,4,5
56  |,,,,,
,,,,,TA B L E   1  Univariate and multivariate
,Progression-free survival,,,,
,,,,,analyses of clinicopathological features
,,,,,associated with PFS of patients with
,Univariate,,Multivariate,,
,,,,,hormone receptor-positive breast cancer
Clinicopathological feature,HR (95%CI),P,HR (95%CI),P,
T-staging,0.737,.357,,,
"T1, T2, T3",(0.385-1.412),,,,
N-staging,2.097,<.001,2.290,<.001,
"N0, N1, N2, N3",(1.484-2.963),,(1.598-3.282),,
Histological grade,0.755,.528,,,
"G1, G2, G3",(0.315-1.808),,,,
PR status,1.3,.479,,,
Negative vs Positive,(0.629-2.686),,,,
Her-2 status,1.77,.281,3.232,.036,
Negative vs Positive (+++ or,(0.627-4.998),,(1.080-9.668),,
FISH+),,,,,
Chemotherapy,1.151,.77,,,
Yes vs No,(0.448-2.956),,,,
CCL2 expression,2.003,.038,2.323,.015,
Low vs High,(1.041-3.853),,(1.178-4.581),,
