0,1,2,3,4,5,6,7,8
,Table 1. The 25 compounds ranked roughly according to the strength of their docking scores.,,,,,,,
,,Combination of,,,,,,
,,,,Docking scores (Kcal/mol),,ADME properties predicted,,
Rank,Compound,coresa,,,,,,
,,,PPARa (1k71),,PPARc (1k74) PSAb,logPo/wc,logSd,PMDCKe
,GW409544,A-B-C,214.41,215.16,102.39,5.78,26.80,28.08
1,Comp#1,A-B1-C1,216.10,216.19,159.92,5.85,26.53,109.76
2,Comp#24,A-B5-C4,215.87,216.18,168.65,4.84,26.50,98.65
3,Comp#3,A-B1-C3,214.89,216.08,160.40,4.75,26.59,108.32
4,Comp#14,A-B3-C4,215.10,215.98,190.08,3.55,26.28,101.99
5,Comp#2,A-B1-C2,214.97,215.92,195.19,4.10,26.81,101.82
6,Comp#13,A-B3-C3,214.68,215.86,164.26,4.34,26.16,110.42
7,Comp#16,A-B4-C1,214.26,215.71,166.47,5.03,26.92,106.95
8,Comp#17,A-B4-C2,214.44,215.32,193.75,4.43,26.43,103.80
9,Comp#15,A-B3-C5,214.42,215.29,190.02,3.52,26.57,102.48
10,Comp#12,A-B3-C2,215.15,215.23,168.27,4.28,26.81,105.98
11,Comp#19,A-B4-C4,214.21,215.25,180.89,4.64,26.70,109.39
12,Comp#4,A-B1-C4,214.98,215.15,185.89,4.23,27.55,102.25
13,Comp#11,A-B3-C1,216.15,215.11,168.04,5.12,27.74,108.03
14,Comp#25,A-B5-C5,215.24,215.09,204.93,3.46,26.59,101.16
15,Comp#23,A-B5-C3,215.58,215.06,176.72,4.89,27.70,104.35
16,Comp#5,A-B1-C5,214.77,215.00,197.47,4.05,27.30,101.13
17,Comp#21,A-B5-C1,214.78,214.98,152.24,6.45,29.10,106.45
18,Comp#18,A-B4-C3,213.72,214.91,186.33,4.43,27.08,104.19
19,Comp#20,A-B4-C5,214.42,214.75,197.70,4.26,27.20,101.65
20,Comp#9,A-B2-C4,214.03,214.35,166.94,5.15,26.52,114.53
21,Comp#22,A-B5-C2,215.10,214.26,150.45,5.55,28.30,107.48
22,Comp#7,A-B2-C2,214.16,213.62,142.49,5.92,27.32,109.50
23,Comp#6,A-B2-C1,212.00,29.14,142.06,6.94,29.40,120.29
24,Comp#10,A-B2-C5,211.10,28.00,174.53,4.59,27.20,104.59
25,Comp#8,A-B2-C3,213.07,27.64,156.10,5.18,26.25,124.85
