0,1,2,3,4,5,6,7,8,9,10,11,12
,"Table 2. Sex and Age Distributions of Children with Acute Respiratory Infection in Wuhan, China from 2010–2012.",,,,,,,,,,,
Study group,No. of,,,,,,,No. of positive cases (%#),,,,
,cases,,,,,,,,,,,
,,M.,AdV,IBV,IAV,RSV,PIV,L.,C.,C.,Single,Mixed
,,pneumoniae,,,,,,pneumophila,pneumonia,burnetii,infections,infections
Gender,,,,,,,,,,,,
Male,26747,4453(16.6),1220(4.6),1124(4.2),52(0.2),507(1.9),309(1.2),95(0.4),24(0.1),15(0.1),4747(17.7),1408(5.3)
Female,13009,3132(24.1),678(5.2),727(5.6),34(0.3),281(2.2),262(2),80(0.6),12(0.1),6(0),3068(23.6),983(7.6)
Age,,,,,,,,,,,,
(months),,,,,,,,,,,,
Median,"13(5,33)","27(13,49)","16(9,31)","30(13,48)","16(9,35)","12(5,34)","39(24,61)","38(19,71)","84(69,108)","14(8,22)","24(12,47)","27(12,46)"
Mean*,24.4±29.0,36.3±31.8,23.6,35.7,28.9,24.3,45.5,46.1±32.6,81.9±33.7,21.9±22.8,34.2±31.7,34.2±29.3
,,,±23.4,±29.6,±30.8,±28.8,±30.1,,,,,
Range,0–180,0–180,0–156,0–180,1–156,0–180,0–180,0–156,3–144,4–84,0–180,0–180
0–5,10061,555(5.5),253(2.5),188(1.9),9(0.1),200(2),20(0.2),8(0.1),1(0),4(0),796(7.9),203(2)
6–11,8464,969(11.4),425(5),196(2.3),19(0.2),179(2.1),39(0.5),5(0.1),1(0),5(0.1),1139(13.5),324(3.8)
12–23,8086,1915(23.7),556(6.9),372(4.6),24(0.3),144(1.8),73(0.9),42(0.5),0(0),7(0.1),1929(23.9),555(6.9)
24–35,3832,1222(31.9),264(6.9),317(8.3),13(0.3),84(2.2),96(2.5),30(0.8),2(0.1),1(0),1159(30.2),396(10.3)
36–47,3047,948(31.1),199(6.5),305(10),6(0.2),58(1.9),125(4.1),18(0.6),2(0.1),1(0),882(28.9),356(11.7)
48–71,2810,876(31.2),103(3.7),247(8.8),5(0.2),55(2),113(4),29(1),3(0.1),1(0),847(30.1),272(9.7)
72–107,2122,702(33.1),66(3.1),158(7.4),7(0.3),42(2),70(3.3),31(1.5),17(0.8),2(0.1),667(31.4),198(9.3)
108-,1334,398(29.8),32(2.4),68(5.1),3(0.2),26(1.9),35(2.6),12(0.9),10(0.7),0(0),396(29.7),87(6.5)
Total,39756,7585(19.1),1898(4.8),1851(4.7),86(0.2),788(2),571(1.4),175(0.4),36(0.1),21(0.1),7815(19.7),2391(6)
,*Mean ± standard deviation (SD),,,,,,,,,,,
,# The proportion of each gender/age group,,,,,,,,,,,
