0,1,2,3,4,5
,,◦,,,
Table 1. Quantitative parameters of the ﬁtness dynamics at 43,,,C of the Qβ evolutionary lineages,,
,propagated through diﬀerent patterns of temperature increase.,,,,
,Transfer Number,Relative Fitness at,Fitness Diﬀerence,,
Evolutionary Lineage,,,,◦,
,(Relative Fitness = 2) 1,Transfer 60,(First 10 Transfers at 43,,C)
S-t2.1,16.3,3.3,0.6,,
S-t2.2,16.9,3.0,0.3,,
S-t2.3,21.5,3.1,0.9,,
S-t2 (Mean ± SD),18.2 ± 2.8,3.1 ± 0.1,0.6 ± 0.3,,
S-t25.1,8.1,2.7,1.2,,
S-t25.2,6.8,3.0,1.5,,
S-t25.3,7.0,3.1,1.4,,
S-t25 (Mean ± SD),7.3 ± 0.7,2.9 ± 0.2,1.4 ± 0.1,,
TS-t25.1,30.3,2.4,0.9,,
TS-t25.2,28.5,2.6,0.7,,
TS-t25.3,27.8,2.7,0.8,,
TS-t25 (Mean ± SD),28.9 ± 1.3,2.6 ± 0.1,0.8 ± 0.1,,
G-t25.1,43.7,2.5,-0.1,,
G-t25.2,45.5,2.3,0.02,,
G-t25.3,45.0,2.5,0.1,,
G-t25 (Mean ± SD),44.7 ± 0.9,2.5 ± 0.1,0.01 ± 0.1,,
,1 The transfer number at which relative ﬁtness reached a value of 2 was determined through a linear interpolation,,,,
